,gender,age,id,became_member_on,income
9884,F,55,e3089562160a48108205a76c5e7fd6b0,20171116,32000.0
9887,F,61,7f57df80b1574599b86df7c54f937cfc,20160731,33000.0
9888,M,80,8cf689ca692c4afca40523f14633d523,20180602,35000.0
9889,M,47,3423953f128c4cdc84b123eb6f5f4c40,20170807,34000.0
9896,M,20,d38325aac4184a2490e8cdcf02b5aa81,20180612,32000.0
9898,M,45,a33136cad1db4c639b3fe8f8103a7f64,20180406,35000.0
9903,M,47,dc46f3ce61c3449c855f40c3fcf2e29b,20160809,39000.0
9909,M,32,ab4ab72319ca4f6b959a995c90f13660,20170915,33000.0
9912,M,53,6a34efdf439f4ef3bc13bf6b81d7ae3c,20170203,38000.0
9924,M,55,33a250936721451c90b4280f3bcf7cd4,20140816,37000.0
9939,F,48,af65f4caebe24baa96b4dc8e83750d4d,20171025,34000.0
9953,O,24,3e52ac05590e43a889c950e793b9269a,20180410,36000.0
9956,M,36,e38dc3a28aef4867a340d645e091a5e9,20180228,34000.0
9979,M,62,955834c13c44440f98da006fde4c12dd,20160115,33000.0
9988,M,51,9d972fbd7faf433ebbb70d8ac7200ecb,20140531,33000.0
9992,F,44,015ef929e016415098eeae8ce59da721,20170118,35000.0
10022,F,33,1f9b6e1cebeb48dcb6cd5965b408c989,20170819,30000.0
10028,M,24,981ed25a47684c6da38aff1ef8aab7b9,20170823,35000.0
10043,M,53,f8638593542b4a5b8739b5d12dbb3680,20180219,32000.0
10052,M,60,bc3abab34eb24ac9a44a6af6256dde4c,20180131,32000.0
10074,M,43,ce7d96f5dd8041708a8f67b1c57cf5d8,20170805,37000.0
10100,M,66,7e9b24bdae7244bb87dfc730bea9112e,20150322,33000.0
10103,M,79,79a375382ffb4a7281ddfb5a0b3ac86d,20171001,31000.0
10110,F,19,e3dca03213064bd6a5b4a0a76867965b,20180331,31000.0
10114,M,80,f89ae66e3f37435099b1fb443c937664,20131122,34000.0
10140,M,38,a9790e8e50aa40b889eb14c4a6a8f90c,20180414,36000.0
10152,M,31,7b864e6e295f4b4b8da46f9f43ef673e,20150605,37000.0
10158,M,63,2eb7ed92af71400fa3148056c388ca1b,20171213,32000.0
10159,F,58,5c834d27c5154648b435d58145775898,20180115,39000.0
10162,M,69,edd52f1e6b7d4bac8eb5abeef644de00,20180415,30000.0
10163,M,34,84bfaf462c614a21a2c916bbb5396796,20140616,35000.0
10170,F,63,9d068cb2a9c14dd39851da82dd9cd8b6,20171207,33000.0
10179,M,21,b5738353bbc84442ba74feef8930ccbe,20170203,38000.0
10184,M,59,b0ffa01b5b6d40abb1a7749d38b2f4b5,20150219,36000.0
10197,M,80,b6e152e34cc7427a8a30c02d4fbd9d49,20180127,32000.0
10200,F,45,e256373792024175a5215446dc3c6591,20170824,30000.0
10201,F,53,40ce68d83c7b4edc95b47317fb4b6e70,20180718,39000.0
10210,M,58,3b8553d86d9d461eb54236ed123e3bd4,20180630,38000.0
10214,M,27,77dfca1b5bc9475892771001cff49869,20180407,35000.0
10218,F,24,1d3403d458b14e10a25e189cd21ecfd7,20170517,38000.0
10227,M,72,4d92b09622154b3e91408fc407d34aae,20140204,31000.0
10242,M,19,ea2f19be2ff04920905c7f2e6c8ff833,20180429,33000.0
10245,M,67,a3d2267a2d1f4eaabd6869c07b03cdf6,20170417,38000.0
10246,M,56,773bec02e0ce497ca404dff3e236c9f7,20161013,36000.0
10250,M,76,79d9d4f86aca4bed9290350fb43817c2,20150423,34000.0
10283,M,44,ce34ff5c45224019b2a824e173c53a9f,20170903,32000.0
10292,M,26,33ca79edeaf946929d96acd1d4c1d4eb,20180124,39000.0
10317,M,39,b148b540df8c4aa5a8a0b79be4fdecbe,20180717,36000.0
10345,F,74,431c402015e141ef9946fc80ae6b27ce,20171211,37000.0
10346,M,40,83998670898c4604af38d23e74e52269,20141129,33000.0
10350,M,70,33fe336e26ed40c38b69e0c59618820f,20171225,31000.0
10354,F,24,fc76ce5e4e8e41f5934540dd12bf7b57,20170906,38000.0
10355,M,69,24e6f5617531403cb019e7995822c6fb,20180102,31000.0
10363,F,68,01162252405b4524a8fa1bf8e6d5f04b,20170328,32000.0
10369,F,83,36329126ff414cb08add9e80e25410a2,20170929,37000.0
10406,M,53,84729eeb5f64452eb8d0b4202f13c6e7,20180225,36000.0
10419,M,19,dda89b3776f14c319010db5565f48e8f,20150625,33000.0
10430,M,21,a7ca105778a446e4ae8ef9cc6a4ebcca,20180626,33000.0
10457,F,32,83a90ada486d4e18a3fb81b3a26ac6d7,20161029,35000.0
10459,M,74,0251876076024444864473545adce065,20160211,36000.0
10471,F,66,1c0392ee64b3495abdebc3d6002f027c,20160215,31000.0
10479,M,22,8683df2fbc284da1a4efdd75d9c81089,20171112,34000.0
10486,M,35,331c92564c2d4a2f8ca31bbc61305153,20160610,35000.0
10505,M,20,3e4efd19f31641a3a094c584a79f96cb,20140522,36000.0
10511,F,60,7568a4e8eaa746ec8e1bb57d255a8eae,20180128,32000.0
10514,M,43,73b42a67a9a04b0980a687cdb7d82e8c,20171212,38000.0
10520,M,55,6e4ad98a2a14451e97775878b5498f76,20160826,37000.0
10523,M,19,e2e0fce58b6d4c239a69ab22f4e6fd58,20171107,35000.0
10524,M,39,832b8ef69ffa4cf8ab3777df62f0233d,20140129,35000.0
10531,F,44,23ac8f87960b45fb90e30a57850b2e4d,20180517,30000.0
10538,M,87,b628edb7b97d4baca37219aa339c7755,20161004,36000.0
10547,M,38,2c94cfa1e2544b5aa43ba37306d5c79f,20170823,39000.0
10550,M,69,cc1af597639c485ea23ac4acce7bfe68,20161113,36000.0
10551,M,57,aea3357bef1c44a180ae8e217df12fa0,20160930,30000.0
10563,F,63,c4f1183c26294fb5bd6948ff1f84577b,20170925,35000.0
10565,M,44,71c3efbfee2a40808e98911ae6d08df3,20151021,39000.0
10567,F,65,7775200e6d2e45a6b99b5c3530264669,20170305,37000.0
10571,O,42,9d4894aaf05b4b9c9437961e8f36d7ef,20151217,31000.0
10574,M,56,c9d17a201bc24249a1c4d1c4c8acce30,20141114,34000.0
10599,M,34,acc0e0ced2c94365a02b8f2b7117d3b7,20180526,36000.0
10605,M,35,41cc688935334060b619a4e9e35578cd,20151202,30000.0
10606,M,61,96f3e1cdc648498c9729cf0d5a0485a9,20150528,34000.0
10609,M,59,16260251a55e4812b74e48b3b8bd64db,20170208,37000.0
10613,M,55,3a53a6aa0b7642be9f387c9573a136fd,20150921,35000.0
10615,F,95,316ff0fdde4547b68c6aefe8d362f4f6,20170713,32000.0
10618,M,53,b45a6222bbcf41ff8df41bba5e4e1215,20170222,34000.0
10627,F,30,27fc2e4cd78a4a258b9ef58be528beda,20180606,31000.0
10639,M,48,feb31e39c1e3407b9fdc7e79db9274b7,20170503,36000.0
10660,M,52,65e2053ce3b241e0a6738fd8026e46fe,20171217,36000.0
10662,M,76,ba4176fde48e445683c155b0123c834d,20140121,34000.0
10664,M,53,5715c4f7a6854e9995d10d86a195dea7,20170924,38000.0
10670,M,36,e180bc1d601b4dc1a4b0110fd4ebe339,20171211,39000.0
10683,F,81,442af5048da845bcaa94262c2b9c716f,20171212,31000.0
10690,F,56,59c67065789548db84e40c9f709d4909,20180503,35000.0
10699,F,45,a2f1821509e3449382118d3790d0976e,20160708,32000.0
10706,F,21,b12e06282edd43a4ace2353f3addf8e8,20131223,37000.0
10709,M,41,abab5839c83d4790a12ecf939dff600b,20140709,34000.0
10714,M,43,99663aba00a64b92b356bad69bc86b55,20180216,33000.0
10717,M,67,f0469fdceb9244078e09592c3e7e4ce8,20150822,30000.0
10724,M,65,b99c01e940364ecdbef03dae24c6554b,20160723,35000.0
10738,M,58,a90ef297656f4150af47cd391adf276a,20171204,39000.0
10741,M,21,9ae56116908640fc83477982da0aaec4,20160213,39000.0
10744,M,20,b8f309e5c6b34d1b8158468dcf6cbdec,20171205,32000.0
10745,M,20,fa2fc0351dd844639b060328f76754d6,20140513,30000.0
10767,M,74,34962645e76943bab69e9aa8c335e574,20171212,36000.0
10783,M,36,baf1c3114e0c4e1597c77fdea974f49a,20171214,36000.0
10787,M,34,47e925c3997c4781b36d5b16047dd4cb,20180107,31000.0
10800,M,26,8bed51efb97049b581fab4772fc78843,20180703,35000.0
10801,M,34,86b32116a2364361a0c6fb793194887b,20180527,38000.0
10805,M,68,573580dbf2f9437e97863a8e102435db,20180507,34000.0
10807,M,23,d54ad47d89284047809a1626127cad82,20140519,37000.0
10808,M,21,903fa17ff106494b85e56afe5dd48c6f,20150627,34000.0
10821,F,37,5499b8b628354735bd656d900fec8179,20180324,33000.0
10824,F,54,f7dd612de4ea410cae2d9273d6c0ebaf,20160211,37000.0
10828,M,36,58a2e3a01a5743d4900d6ad067f515f7,20171211,38000.0
10829,M,35,9b5ef3657ea24e6388e6b7f18eae0f57,20180125,37000.0
10849,F,38,a95c94e9e8444d3ea4e10d2b96c6bba4,20150516,35000.0
10852,M,22,bb8129318c02419894e498f06d3b777b,20180427,36000.0
10869,M,53,70ad38ba603b4703a521c46554fda1c5,20170825,38000.0
10891,F,32,809a3b0436e1445bac1bdaa24ef7c982,20170402,31000.0
10901,M,64,e9aac3bd9232447e8f96e220d8209e7d,20161018,37000.0
10911,M,63,a732cd50eccd477ea4e075fe6c8e9463,20180624,32000.0
10914,F,67,64197e79d3034a5683b8effa845ce2fe,20161013,33000.0
10917,M,21,c871ca534da7484dbda7eafffef8d03b,20140810,34000.0
10918,M,26,4e2187e9a8194447943fbb5559438682,20160225,33000.0
10926,M,61,234492f138c344fc8dd499718b16dd61,20180206,32000.0
10929,M,34,429091528c174175a468c0de6a7deea6,20180314,33000.0
10942,M,59,bd2d0757942946aeb62f5666fec0568b,20171013,35000.0
10954,M,31,4b169bec1aba4aed81b70657da3d8e61,20160819,36000.0
10960,M,70,61044604637a46f79bb8cc370d09eb4b,20150105,30000.0
10966,M,34,5bd88351ca0d483cbae4651cb09d8b9e,20171110,32000.0
10976,M,69,1e79314ada3445fc9fdd08739ee457e0,20150729,34000.0
10980,M,58,b0896a4a051242609400176f10cdb4c3,20140619,34000.0
10990,O,68,7203607e03ee48bfa3eb9be6679b67e0,20180325,33000.0
10993,F,48,d1917b909b034ffebfc3ec912848844d,20170807,32000.0
10995,F,66,1719f6842add4adb962c9d91dc53b3b0,20171220,39000.0
10998,M,84,bdb6930083264f59972a52d29cc39be9,20180330,36000.0
11002,F,77,33b98f82f88d4775ad8abc05cbeb7c8b,20160603,31000.0
11006,M,47,24d448bb96b64b958edd6ba2f4f767c5,20170731,38000.0
11008,M,62,1bb6878ed4ed4e5e804829102ad73113,20180726,34000.0
11019,M,40,cfe2e1e9fc0f4531bc7f653f3204b483,20150304,34000.0
11032,F,61,3aa54f04700d463c835464208bcdcc99,20160616,37000.0
11041,F,82,00e20b4ca129458aaab0f4727ef3513a,20141211,33000.0
11042,F,35,3271e4cc3f8e4cb88e9a4a8ac0dd7f89,20171017,33000.0
11053,M,48,5e729e38e6fb430188dee2aad9427200,20180409,31000.0
11068,M,80,fc2228d148ad45b2a4043425dd23f187,20171220,31000.0
11084,M,81,90e92f7c1af5428ba3b5f3c418017663,20141008,32000.0
11088,M,62,a2dd3153f91042cbbed1bd60d99716ef,20170817,34000.0
11093,M,60,35075a458f4043c8bdd3dc33c728826b,20161229,33000.0
11095,F,70,a1adc3692790416ea93570324606afad,20151122,39000.0
11096,M,25,d5da09de843d412b9739c08c5bd212c7,20160818,34000.0
11097,M,64,3c2269793b184633ada861340aaeb9ff,20180401,33000.0
11114,M,69,8c23570c3e4849e09e84dec8908ae404,20161206,31000.0
11119,M,51,ab83d8bf9ecd4f89bd1c94c15dc7f40c,20180518,36000.0
11129,M,19,113f6d5a97c645d7b548104dff643738,20171013,35000.0
11134,M,66,7061e49179e34a4d8699b4f88c0ef085,20180501,38000.0
11135,M,67,94c9461e773e45a5be036e674bd6e201,20171120,34000.0
11143,M,58,54a7bb02e8e84d028346d004cc461224,20160710,32000.0
11150,F,81,32a0cf5c6ddd432d954fec79056e90a9,20170131,32000.0
11157,M,56,a604e3573abe41bdbfae36485b9992b8,20180217,38000.0
11161,F,55,58a71e7f7f554b08bf9fc57d3540c0d9,20180402,32000.0
11163,M,34,721c9c2c81be46188253cdcaa2d50fcf,20160629,31000.0
11166,O,39,8536e2d3587e45d2ace102e3a1ff479f,20140527,32000.0
11167,M,59,dbde9a84bd414e28b486927e175b2b49,20160804,34000.0
11173,M,53,46f43532df824788bee55a1d14b6b39b,20170905,39000.0
11180,F,24,75d093ff36594695b4b7ca45e04233e6,20150221,39000.0
11181,M,65,5c0d7f5f799c4f808819e01db246e0a0,20180401,38000.0
11182,F,88,c79b5783fe67458d92e8559aa5e36da0,20161126,32000.0
11183,F,70,80914d5e89db497d9a9bfafaea38ce3a,20170903,33000.0
11184,M,42,8a002fad73574409a600ae538b4e254b,20180427,39000.0
11185,F,59,27dc0c59b79c4ceeb2ef08f91c51a70e,20150718,39000.0
11192,M,52,de05cccb07f04f2ea64f9b2014478c66,20140425,35000.0
11193,M,46,e882698b5f47479a93255d8e40f3c548,20161130,37000.0
11200,M,59,3c826c4141944d9aade15534216105f5,20180118,36000.0
11202,F,19,e1941418ed744750b3858945f8258bf2,20161210,37000.0
11225,F,67,4869e94778c849d8a23915d7a26f87a8,20171113,36000.0
11228,M,35,8b4c51c57f8348008a1f063e6ec2e079,20170706,32000.0
11245,M,35,577dbfb64274452ab6b330346f7fdcf0,20140317,33000.0
11255,M,66,10b64048925443fd8ec2792ea63de78c,20161030,34000.0
11257,F,23,019be0c6f8fd4000b1967c7308b4bdf4,20151108,33000.0
11270,F,26,4ee75462df554af99b7ea4d5edb7f369,20160621,35000.0
11274,F,67,f34239eebcc043d5afdf7823dd7cbcdc,20160403,32000.0
11276,M,60,52734c230b984fcdb282ec42f5223dea,20180201,34000.0
11280,M,49,2a2d1dea7f614c1f8c307d11218fa2c2,20150920,36000.0
11282,M,64,3b65578368194a428d38390dd27cd447,20160319,32000.0
11287,F,32,be6ccf64d69c4b14905cfc81e614cee7,20180620,37000.0
11293,M,24,7d8a87a1607d43889a6a5d02138c0e3d,20171015,33000.0
11295,O,49,c3294c3183f749f0a142aa95f288b454,20170216,30000.0
11308,M,25,5598e3ad9e6c470abf0c7e8371fbfb53,20180206,38000.0
11310,M,54,15f68a59b74546f892bd9f277c9a42ae,20151208,33000.0
11315,M,37,80b787ccf0a947ab9da3a982ef4a3f9a,20150401,36000.0
11323,M,29,2de7643cf12640fa84ea83c9fb4e375c,20140922,39000.0
11330,M,57,a3aab03d52bc4927a6c4eb9c1f9820d8,20180521,33000.0
11357,M,64,db75a9880f03411d86d57e24cb107ed7,20171129,33000.0
11376,F,83,787e30f168fb4f1f811c352fd041b590,20180221,31000.0
11385,M,40,b9bd8701220e4b6892138ba2f45ce8a3,20180601,32000.0
11401,F,36,8250c64315774018ad3e61d9da2e318e,20170205,34000.0
11411,M,33,1d3bcbc58d134bb492636485923aa49e,20131010,34000.0
11417,F,60,d08bb3a6b09c4059970788a1edbc0312,20170813,37000.0
11440,F,47,86a96adc8ef04d288c05ee416f92adb3,20161025,33000.0
11445,F,37,25a6c63aec2747b39c62a7a0565ed7b0,20160109,37000.0
11458,M,46,44cd266479b04e20abf7b4abeeaba92e,20160520,34000.0
11468,M,63,deadd48aebb74e369f62aefe22bf0dae,20151031,39000.0
11475,M,27,e19f1901e79f4e35a8343c73184982f6,20170920,32000.0
11476,F,19,3cc438553d9343ce9e10cfddd81b03b3,20170925,33000.0
11477,M,39,53396c0045fc48f9a89f58f7716b0a70,20180427,37000.0
11485,M,68,ce3af560580441cb8a5da089ce10dd60,20171001,39000.0
11487,M,62,133d2f38d79b40b6a047374a4e1b1cdc,20180412,32000.0
11489,M,41,35eeee7421b84784921a243b16adbac8,20180520,35000.0
11493,M,42,2e9660f6e83b49bbb9d533b9317359c4,20180214,38000.0
11514,F,89,1ee7f93a43754db1993f50e6a877bc01,20171126,39000.0
11521,M,74,b963b2c7781f4fddbdd581a67dff5fd3,20180523,39000.0
11523,M,38,4697d3c0b15148428fb25f3587650739,20180217,39000.0
11530,M,48,9a0b723307124e66a9a59c5b18122527,20171028,38000.0
11541,M,67,f4057ee594ea4dee92eda21c3957ef13,20180523,38000.0
11550,M,23,79e166993dd74c438266c11887d6b783,20171213,31000.0
11559,M,53,88159d335dab4d4f8d75d49e0de29dcf,20170625,35000.0
11560,M,54,76ec013980994d9d9ab7d077c326ef0a,20130828,38000.0
11572,M,68,970f224ba9bd40599b8916c132b58b39,20160523,36000.0
11579,M,52,3124144d8d414799aa9a384fb62be3f3,20170921,36000.0
11591,M,47,4142f5e23db741b1af4be0287dc91c1c,20171225,36000.0
11597,F,41,5ac4423ab67a4421bf0747b90c645049,20180521,38000.0
11600,M,68,3da6cffee8f84e9d87896f154988cd55,20180108,36000.0
11604,M,65,7d67d5d41bd547548da28696201afc21,20171102,31000.0
11609,F,63,a8dd247323774908ba7e9fdb3cf7cfec,20180129,36000.0
11615,M,56,c1cd465847e2488482d863ff5ff15a20,20180423,37000.0
11650,M,38,3636eb17c0634c65933e2d90600e8462,20170225,36000.0
11678,F,39,e154ba46e15b4607b91590bf32990641,20180311,35000.0
11685,M,31,1bfc2ea950f4466aab1e0b9ff3958d3d,20170923,35000.0
11701,M,68,330392fa98824cdebfcbdb514aa786dd,20180118,34000.0
11706,M,52,7f63df7e34f0450f81bdb65c3ab57295,20170403,38000.0
11709,F,24,5c97e730f62d4a8abb44dbd111255378,20171024,39000.0
11712,F,44,111e7c7f12e44468be1b5cba95e95a23,20180121,32000.0
11721,F,69,9cccf482664345f8af3b42612ecb4d42,20170923,32000.0
11756,M,27,a4c60efb39d442f2aa5ee98e5b0c8e46,20180709,33000.0
11757,M,77,82c5881eb4814d25ba4927a563d719e2,20161217,37000.0
11758,M,23,24319b0f9bdf43709d92140f202c7549,20180321,38000.0
11760,M,32,2c4204deed88461cb5d84f962fbc0b69,20161018,37000.0
11767,M,56,017a93d1204f457bbe85f5e7de062b56,20171106,35000.0
11789,M,21,f7977eccb81b49b9ac6d2bd84cd64bb0,20160628,38000.0
11793,M,77,e5f860f9b8be49eb9efea13153eebd87,20170504,31000.0
11795,M,34,64ebaad21838474d9ee5cab5e5f33cca,20180331,36000.0
11799,M,51,523532800a0842348bf1dc1c2f3d754f,20180407,37000.0
11806,M,46,3dc0ff03f78948c7b0c9db474bde3485,20170321,38000.0
11830,M,70,9bf80936b4d3429aa4e85cdf39b3c369,20180430,37000.0
11838,M,34,5e5cd2f11f6642aa9dbe82854d77ef34,20170413,37000.0
11842,F,58,31ec4e8ff18446ea8d2cc78d832bc089,20180622,33000.0
11847,M,39,0eaa2ea23fff4edaacc67bfad21553e0,20180314,34000.0
11850,M,66,e5476f13ac174d3ab883a26f738d3cdd,20171125,30000.0
11861,M,79,d85cd80ce9b249c2be34c290999075d0,20140704,34000.0
11907,M,22,dd44e6a1f6f540298af26a842d134262,20180211,31000.0
11910,M,43,26dc576d0d0746ddb3c3fd18dce6c904,20180713,38000.0
11915,M,79,685a085e74d0496a82def0e0962289ab,20160511,33000.0
11918,F,20,07dc543bf5d24eb9893c1a3f199f275f,20160824,30000.0
11919,O,25,d499c6d63b884b83b3c06acf4fe8bd7b,20180201,32000.0
11921,M,19,4958530655ba44628943a75680c4c376,20180126,37000.0
11922,F,78,eb14e3cf1add4b4791304fa21d02a390,20170910,30000.0
11928,F,31,396722966f6e42479c777091550e49df,20151104,38000.0
11929,M,69,3e84b6633c9d4f41b7168799859a3398,20141201,39000.0
11955,F,60,db88c27ccf9b42abbab82f341093ed56,20170803,35000.0
11966,M,66,1a70d2330cbe4f6cb1eb1a8cc6e8b214,20160328,35000.0
11981,F,39,9ad81fe319ba406c96f2469926aac077,20161213,32000.0
11988,M,45,a207f16edd394f6f8d71531dd444f5f6,20160623,32000.0
11989,F,57,99529ff084d04e7c96ddfb73cc28777b,20160827,32000.0
11999,M,61,173b015909cc4dd5b74baaf3320a1646,20170505,39000.0
12013,M,26,9bc8c50983254bb3a5c309769d7cc49a,20171112,32000.0
12019,M,30,7f59f46597664378baf74b05de3a0e9e,20131107,32000.0
12038,M,49,f8d5bbfd39f541888eddc357a8e4e6e2,20160418,32000.0
12042,M,33,198ef6216d2a4db2b1661c351d91cbc1,20180317,37000.0
12043,M,33,d29e810a0e4242819eb95cd926d641ce,20180310,39000.0
12047,F,61,62b56c5998d74cb88df21747d7c50dba,20170428,34000.0
12054,F,71,b797b614e6514d55af41629b9d3f2ba2,20160705,34000.0
12068,F,32,74bf36d7ea324ea8bd199ac48c2a667e,20160703,36000.0
12084,M,60,8cee856ceeab439e9a1da3e5685872ed,20170923,35000.0
12092,F,50,c41bc07277c64e399bdf8acac16093a6,20171125,36000.0
12116,M,51,fe46a70abe4c4aa8b1e7a4a28e49d171,20140812,36000.0
12128,F,64,347f24ff65324864b9f9ab3e3adc3b5c,20171201,36000.0
12143,M,20,b1f46c32073f44fea1483fe394856408,20131118,37000.0
12145,F,55,112cc38e64174facabfd265a62fc44c5,20180111,32000.0
12150,F,19,301f39f69efa4bdea4468c6059191d53,20160721,32000.0
12152,F,39,41aee69895c341108f1e4d65a711f8b9,20140415,35000.0
12159,F,23,5bd256d63385406b94de643992856231,20170703,34000.0
12171,M,60,5baef2b5cb3a4aee8534e0d4a2e399e4,20180111,31000.0
12193,M,73,c7403905ee24419aa50a4f1815198e5e,20180701,36000.0
12206,M,42,047a2de0c17849c89d04248c357cab52,20180715,30000.0
12207,F,64,067d00749d234d72946b07f1f472fcba,20180624,33000.0
12208,M,19,13c3c9b11acd4d509efc39eb928248f6,20170506,31000.0
12222,M,19,11423ed89bbb4f78943e6667fa9eee86,20171028,39000.0
12228,F,48,c15d0f3d85d1418db38392877091325b,20180523,37000.0
12231,F,25,c36979028fb641848997b28b35b1e0ce,20170104,39000.0
12235,M,27,b7e1468163f146eaa0b2a0359a6b733c,20141002,38000.0
12236,M,27,f900feb23c6949d1aa3e2c6c3cc5c7e5,20180125,37000.0
12239,M,19,7f22a3ef50594700ab5096e9b0fc5298,20160626,39000.0
12247,M,59,26de843918834f53b73844559b4b90f2,20161225,34000.0
12261,M,20,7dd8f1f777494b70a41fa2f6ac9901a4,20180220,31000.0
12293,F,74,2073b670f77040db9854ed363895fbc5,20180408,34000.0
12296,F,50,7d074f93492e43e6aa923e6516b449ab,20151226,37000.0
12301,M,56,ec09bad002ba40f1b327714e29cd50fd,20130804,31000.0
12308,O,47,76fc3f62a604480f8c8edfbb9fcda535,20170417,30000.0
12314,F,75,3ca04833f5c546bd8a215faa3d5d09b4,20170322,35000.0
12319,M,64,072ee847d4c348db9c24669902dc6abb,20180528,32000.0
12338,M,34,eeb1816aa0bd47fca44cc96531bc913a,20160922,31000.0
12353,F,43,56a24501a23f4d34b70d88ab867b65e2,20161122,36000.0
12379,M,62,8559e6ba6e4c430c8e054bc65106dd20,20180626,33000.0
12391,M,62,6bd2abed3d9e42b6aea077de959b4198,20170926,30000.0
12395,M,64,5039b2f4623d41528eebe7b4bcd2d903,20170924,38000.0
12399,M,54,9c5a9880f60843d0b610a2087d74832e,20180121,35000.0
12400,F,59,9d62a43100244caa8e5c146e406fae8e,20170915,36000.0
12407,F,91,c5aefbc176c24b2d892c19155a5df84a,20161217,39000.0
12408,F,43,38197aa576534853acc113f11fb86b62,20170325,31000.0
12416,M,30,41fa5270894247bd86a50a0b072449df,20170729,31000.0
12417,M,24,4b0f48bf4b8b4ebb90cac7156b242932,20171116,35000.0
12435,M,78,4afbf8d631374590b0eae18c659375c9,20180414,36000.0
12454,F,65,306f60b7ff784c2eaa236a24498c8507,20150809,34000.0
12469,M,21,167faa409a14464ea65b1769aa0f7095,20180320,31000.0
12472,M,48,1d24185e453d4aa0af79d730aca24a59,20180506,35000.0
12478,F,42,4ec6918e0583443eb141b1bdea4a21b0,20180722,33000.0
12506,M,55,1abb54815cc3448fb16d28f60abe955f,20171204,38000.0
12534,M,51,4e07135858ca4eaf829cc6e74b010016,20171010,39000.0
12543,M,53,3aff21d59ada4ca5a6786dbe5596823a,20171016,32000.0
12554,F,54,01772eae932447f9a853461a60820dc6,20170713,30000.0
12563,M,71,71a3f4dc3640421c99453850f4a9933e,20180107,33000.0
12569,F,56,b0e7569ef5df425981860902510752b2,20171009,30000.0
12582,M,73,c7d7aa1b34dc4fdaa98d538e0e83a629,20171115,32000.0
12586,F,33,5fc5ab86de364cdb87da02f0b2489143,20170806,37000.0
12587,M,68,f02a52cc9cf44c15a9710da746c7f329,20171227,39000.0
12613,M,47,af58b21715ae4b128897d70ebe49b3f0,20160324,37000.0
12615,M,19,8376fc5062bf46be963ae813903ecdad,20180523,36000.0
12624,M,50,1fc09b00cfc0448fa944d65f40aab67e,20180604,38000.0
12644,F,66,2963fdca412b439fa4e928ad4cb052f7,20171124,33000.0
12652,M,55,b867b4b93a5941ef9948d5a1ea95008a,20170425,35000.0
12658,M,26,b36aea09d8cc4dc5929f0c97163ee56c,20171008,31000.0
12666,M,71,cb8291d29fcd482b8793aa18c970a71b,20150316,31000.0
12670,M,53,9a4d52645ef04c3f8b171b7886dde619,20170916,33000.0
12672,M,23,d83cd73288d34f7d894d1d4ce23dd3a5,20140225,39000.0
12677,F,39,2da420b2fc494ad8b15dd1252b4731be,20180512,37000.0
12681,M,39,bd82f4a7cc964f6c9645e911e794dc86,20171224,37000.0
12683,M,28,9726361a96044280a16ee85ec75d6ef1,20160119,37000.0
12693,F,39,5e0cac0673884c67b9eec062a30473f3,20170909,32000.0
12700,F,41,871f839ad65c4bb9bfd6ed4baf7b4193,20170329,33000.0
12706,M,67,e5f9bc8122ad4676a7dfbd6cb003878d,20130929,35000.0
12710,M,25,9c2ff857fe4a482f9ef6cbab6bd551c2,20171025,34000.0
12724,M,55,5f387e6735474f63af34bf59f73c5124,20160307,34000.0
12729,F,80,e916f2c6501b48e5889eba155b338b47,20171011,31000.0
12733,M,32,5ad8ccb7be774a8cb4a08371147b2cde,20180325,32000.0
12735,M,61,4869681400d94bfabe9d3923cc251b26,20151205,31000.0
12747,M,20,3cf6c70acf1f4035bd7aa8d272655a94,20180605,39000.0
12755,M,32,f035bb00515c408cbe7abfd7f70f8620,20150216,38000.0
12756,M,54,d49af5885cad4f6d89bb9c2ad1d85997,20180325,36000.0
12757,M,45,e898f8d0cc514692aee817765d1584e9,20171121,32000.0
12760,M,61,cc4e9e91ab4f4964a34882c87b68d632,20160608,36000.0
12763,M,66,90cae853cfaa4f42b5e397d518d7073f,20150905,39000.0
12769,M,51,ad9c1730a8124d3dbb40e9aa5d98c608,20140725,39000.0
12778,M,68,b50b135eb4c04dd9ad7f64d50f5c8855,20170910,31000.0
12810,M,61,6e63df67194c449d8e5aacebc45db63c,20180214,37000.0
12828,M,38,8f9b3a14beef4771a37fc05f1d7574d1,20150530,37000.0
12830,F,29,efc335a156ca4d6c9338938270b21f58,20170926,31000.0
12841,M,33,6bb9186fb03e4d99a4c7f10ce849c65b,20180405,37000.0
12842,M,52,084c6cf4cd3a46a288e55ab2213e644c,20170925,34000.0
12843,O,55,ba95c8b450ba4740bd815048c5045307,20170803,33000.0
12844,F,27,97c1300e59de49a499cf33f476be1fb0,20180223,36000.0
12855,M,70,c72ba22360484ab3b29e7a8620b86fdb,20160320,37000.0
12857,F,71,90e9f6de2d6f4830b544b4524a509f84,20151014,31000.0
12865,M,31,f7e4e1ccb570482b8c2eed7622663ad2,20180222,38000.0
12873,F,34,ca265792e65949d79b2b0e91bdd31c57,20170722,37000.0
12878,F,41,fc804c90fc79418180ead4b5b212d927,20151006,39000.0
12891,M,79,ddaf47394a574113b4ddf5b324ef9673,20171124,39000.0
12903,M,23,397e33ebb12e4a3aa1e8ec840c84d104,20170501,36000.0
