,storeNumber,countryCode,opening_times,closing_times,duration
21778,19973-176011,CN,07:30:00,22:00:00,14:30:00
21779,25104-217471,CN,10:00:00,22:00:00,12:00:00
21780,16796-176009,CN,07:30:00,22:30:00,15:00:00
21781,31379-107039,CN,07:30:00,22:00:00,14:30:00
21782,66761-301346,CN,07:30:00,22:30:00,15:00:00
21783,25090-239704,CN,07:30:00,22:30:00,15:00:00
21784,50120-273064,CN,07:30:00,22:00:00,14:30:00
21785,31900-117274,CN,07:30:00,22:30:00,15:00:00
21786,50997-276826,CN,07:30:00,22:00:00,14:30:00
21787,53285-284229,CN,07:30:00,22:30:00,15:00:00
21788,53832-286064,CN,07:30:00,22:30:00,15:00:00
21789,50142-267245,CN,07:30:00,22:30:00,15:00:00
21790,48431-255725,CN,07:30:00,22:00:00,14:30:00
21791,51586-278389,CN,07:30:00,22:00:00,14:30:00
21792,63291-297919,CN,07:30:00,22:00:00,14:30:00
21793,60181-294444,CN,08:00:00,22:00:00,14:00:00
21796,32758-139745,PH,10:00:00,21:00:00,11:00:00
21797,52011-273289,PH,09:00:00,22:30:00,13:30:00
21798,32719-137112,PH,07:00:00,00:00:00,17:00:00
21799,56549-289902,PH,08:00:00,21:00:00,13:00:00
21800,47166-256964,PH,07:00:00,00:00:00,17:00:00
21801,33215-12576,PH,05:00:00,00:30:00,19:30:00
21802,33230-24227,PH,07:00:00,01:00:00,18:00:00
21803,31234-104803,PH,11:00:00,23:30:00,12:30:00
21804,33284-98767,PH,07:30:00,22:30:00,15:00:00
21805,49287-267924,PH,09:00:00,21:30:00,12:30:00
21806,25021-222466,PH,05:00:00,01:30:00,20:30:00
21807,32271-129726,PH,06:00:00,23:00:00,17:00:00
21808,23717-232604,CN,07:00:00,20:00:00,13:00:00
21809,62059-296616,CN,07:00:00,22:00:00,15:00:00
21859,63398-294811,US,05:00:00,22:00:00,17:00:00
21860,12683-155244,MY,09:30:00,23:00:00,13:30:00
21861,33919-28667,MY,09:00:00,22:00:00,13:00:00
21862,33910-247010,MY,07:30:00,23:00:00,15:30:00
21869,33937-93418,MY,08:30:00,00:00:00,15:30:00
21870,30674-100081,MY,06:30:00,01:00:00,18:30:00
21874,17884-184365,MY,06:30:00,01:00:00,18:30:00
21875,26885-245712,MY,07:00:00,01:00:00,18:00:00
21876,15049-157222,MY,09:00:00,00:00:00,15:00:00
21879,31797-114990,MY,08:30:00,23:00:00,14:30:00
21880,31428-291607,MY,10:30:00,22:00:00,11:30:00
21881,31408-107042,MY,08:00:00,00:00:00,16:00:00
21886,31274-105907,MY,08:00:00,00:00:00,16:00:00
21890,18368-190504,MY,05:30:00,22:30:00,17:00:00
21895,32071-123025,MY,10:30:00,00:00:00,13:30:00
21898,26445-240449,MY,07:00:00,01:00:00,18:00:00
21899,32703-135924,MY,09:30:00,00:00:00,14:30:00
21900,25680-212065,MY,08:00:00,00:00:00,16:00:00
21901,12980-155625,KR,08:00:00,02:00:00,18:00:00
21904,6074-149248,KR,08:00:00,23:00:00,15:00:00
21910,16667-174288,KR,07:00:00,23:00:00,16:00:00
21913,16221-169285,KR,09:00:00,22:00:00,13:00:00
21927,34498-96340,KR,07:00:00,23:30:00,16:30:00
21931,32414-136834,KR,07:00:00,22:00:00,15:00:00
21939,32216-131924,KR,08:00:00,23:30:00,15:30:00
21947,34444-76780,KR,08:00:00,00:00:00,16:00:00
21951,7192-150924,MX,06:00:00,22:00:00,16:00:00
21952,15051-157221,MY,07:30:00,23:30:00,16:00:00
21954,1910-139105,MY,09:30:00,22:00:00,12:30:00
21955,9168-152125,MY,07:00:00,00:00:00,17:00:00
21962,33962-99772,MY,07:30:00,21:00:00,13:30:00
21963,17252-180646,MY,07:30:00,21:00:00,13:30:00
21964,33940-93879,MY,07:30:00,21:30:00,14:00:00
21965,31956-114989,MY,07:30:00,01:00:00,17:30:00
21966,31955-124344,MY,10:00:00,00:00:00,14:00:00
21972,23674-218085,MY,07:30:00,21:00:00,13:30:00
21973,18713-194405,MY,08:00:00,23:00:00,15:00:00
21974,33945-94400,MY,09:00:00,10:00:00,01:00:00
21975,33938-93481,MY,07:30:00,01:00:00,17:30:00
21976,33961-98564,MY,10:00:00,22:00:00,12:00:00
21977,33928-80641,MY,08:00:00,22:30:00,14:30:00
21978,32540-136426,MY,07:30:00,21:00:00,13:30:00
21979,33916-293511,MY,10:00:00,22:00:00,12:00:00
21980,33911-22084,MY,07:30:00,21:00:00,13:30:00
21982,33934-91182,MY,10:00:00,22:00:00,12:00:00
21983,14975-156707,MY,09:30:00,00:00:00,14:30:00
21984,33927-76364,MY,07:30:00,23:30:00,16:00:00
21985,28994-252012,MY,08:00:00,00:00:00,16:00:00
21987,18504-191664,MY,07:30:00,21:00:00,13:30:00
21988,32113-216304,MY,22:30:00,21:00:00,22:30:00
21990,33912-12650,MY,07:30:00,20:00:00,12:30:00
21991,33936-91763,MY,07:00:00,20:30:00,13:30:00
21998,29500-253992,MY,06:30:00,00:00:00,17:30:00
21999,33921-212504,MY,08:30:00,22:00:00,13:30:00
22001,33960-98399,MY,10:00:00,00:00:00,14:00:00
22004,32333-136563,KR,08:00:00,23:00:00,15:00:00
22010,34504-97043,KR,07:30:00,23:30:00,16:00:00
22014,20881-208205,CN,07:30:00,22:00:00,14:30:00
22015,49946-271926,CN,07:00:00,22:00:00,15:00:00
22016,20771-207370,CN,07:00:00,22:00:00,15:00:00
22017,66937-301621,CN,07:30:00,22:00:00,14:30:00
22018,48582-263067,CN,07:30:00,21:30:00,14:00:00
22019,61322-295745,CN,08:00:00,18:30:00,10:30:00
22020,22624-221426,CN,07:00:00,22:00:00,15:00:00
22022,55937-289820,CN,07:30:00,21:00:00,13:30:00
22023,22151-218045,CN,07:00:00,22:00:00,15:00:00
22024,21745-215049,CN,07:00:00,22:00:00,15:00:00
22025,16550-171226,CN,07:30:00,22:00:00,14:30:00
22026,57312-291389,CN,07:30:00,22:00:00,14:30:00
22027,65683-300180,CN,08:00:00,22:00:00,14:00:00
22028,63223-297867,CN,07:30:00,22:00:00,14:30:00
22029,26688-244786,CN,07:00:00,22:00:00,15:00:00
22030,15016-157086,CN,09:00:00,18:00:00,09:00:00
22031,16575-173084,CN,07:00:00,21:00:00,14:00:00
22032,59681-293931,CN,07:30:00,21:00:00,13:30:00
22033,48120-261667,CN,07:00:00,22:00:00,15:00:00
22034,25496-241184,CN,07:30:00,22:00:00,14:30:00
22035,31064-102464,CN,07:00:00,23:00:00,16:00:00
22036,32193-125391,CN,07:30:00,23:00:00,15:30:00
22037,22208-218804,CN,07:00:00,22:30:00,15:30:00
22038,3650-138928,CN,07:00:00,23:00:00,16:00:00
22039,16879-176584,CN,08:30:00,17:30:00,09:00:00
22040,35030-89521,CN,07:00:00,22:00:00,15:00:00
22041,26605-244567,CN,07:00:00,22:00:00,15:00:00
22042,24739-238786,CN,08:30:00,18:00:00,09:30:00
22043,57074-291047,CN,08:30:00,18:30:00,10:00:00
22044,58814-293072,CN,07:00:00,22:00:00,15:00:00
22045,56410-290317,CN,07:30:00,22:30:00,15:00:00
22046,22785-224904,CN,07:30:00,18:00:00,10:30:00
22047,56044-286732,CN,07:30:00,22:00:00,14:30:00
22048,50645-275724,CN,08:00:00,21:00:00,13:00:00
22049,59673-293929,CN,07:00:00,22:00:00,15:00:00
22050,61187-295532,CN,08:00:00,21:00:00,13:00:00
22051,61179-295531,CN,08:00:00,21:00:00,13:00:00
22052,48957-266005,CN,07:00:00,21:00:00,14:00:00
22053,32581-135625,CN,07:30:00,22:00:00,14:30:00
22054,24902-239091,CN,10:00:00,22:00:00,12:00:00
22055,60014-294317,CN,07:00:00,22:00:00,15:00:00
22056,48088-261405,CN,10:00:00,22:00:00,12:00:00
22057,29188-252787,CN,07:00:00,23:00:00,16:00:00
22058,24459-237915,CN,07:00:00,21:00:00,14:00:00
22059,47622-259044,CN,07:00:00,21:00:00,14:00:00
22060,54823-288554,CN,08:00:00,22:00:00,14:00:00
22061,25892-242864,CN,07:00:00,21:30:00,14:30:00
22062,3655-145244,CN,07:00:00,22:30:00,15:30:00
22063,17448-182008,CN,10:00:00,21:30:00,11:30:00
22064,53287-284346,CN,07:00:00,21:30:00,14:30:00
22065,57428-291532,CN,07:00:00,22:00:00,15:00:00
22066,48255-262433,CN,07:30:00,21:00:00,13:30:00
22067,47613-258987,CN,07:00:00,20:00:00,13:00:00
22068,53477-285667,CN,08:30:00,19:30:00,11:00:00
22069,30852-100982,CN,07:00:00,22:30:00,15:30:00
22070,17308-180789,CN,07:30:00,22:30:00,15:00:00
22071,15048-157220,CN,07:00:00,22:00:00,15:00:00
22072,57012-291018,CN,08:00:00,22:00:00,14:00:00
22073,61286-295709,CN,07:00:00,22:00:00,15:00:00
22074,49686-270795,CN,07:00:00,22:00:00,15:00:00
22075,59701-293999,CN,07:00:00,21:00:00,14:00:00
22076,59210-293468,CN,07:00:00,22:00:00,15:00:00
22077,50796-276209,CN,07:00:00,22:00:00,15:00:00
22078,56048-289954,CN,07:00:00,22:00:00,15:00:00
22079,20561-206664,CN,07:00:00,22:00:00,15:00:00
22080,50616-275305,CN,07:00:00,22:00:00,15:00:00
22081,53028-283987,CN,07:00:00,22:00:00,15:00:00
22082,54485-286730,CN,07:00:00,22:00:00,15:00:00
22083,47534-258567,CN,07:00:00,22:00:00,15:00:00
22084,64998-299293,CN,07:00:00,18:00:00,11:00:00
22085,62042-296580,CN,07:00:00,22:00:00,15:00:00
22086,27834-248826,CN,07:00:00,22:00:00,15:00:00
22087,55195-289025,CN,07:00:00,22:00:00,15:00:00
22088,63735-298465,CN,07:00:00,18:00:00,11:00:00
22089,54308-286583,CN,07:00:00,21:00:00,14:00:00
22090,63478-298101,CN,07:00:00,22:00:00,15:00:00
22092,60200-294513,CN,07:00:00,22:00:00,15:00:00
22093,63642-298310,CN,07:00:00,22:00:00,15:00:00
22094,47605-258985,CN,07:00:00,22:00:00,15:00:00
22095,27661-248110,CN,07:00:00,22:00:00,15:00:00
22096,25814-242104,CN,07:00:00,22:00:00,15:00:00
22097,20614-202486,CN,07:00:00,20:00:00,13:00:00
22099,18340-189865,CN,07:00:00,22:00:00,15:00:00
22100,22501-221528,CN,07:00:00,22:00:00,15:00:00
22101,65257-299551,CN,07:00:00,22:00:00,15:00:00
22102,56220-290142,CN,07:00:00,22:00:00,15:00:00
22103,66691-301248,CN,07:00:00,22:00:00,15:00:00
22104,26229-243926,CN,07:00:00,22:00:00,15:00:00
22105,48105-261564,CN,07:00:00,22:00:00,15:00:00
22106,32334-121664,CN,07:00:00,22:00:00,15:00:00
22107,15300-159765,CN,07:00:00,19:00:00,12:00:00
22108,15904-166732,CN,07:00:00,20:00:00,13:00:00
22109,18465-188707,CN,07:00:00,19:00:00,12:00:00
22110,23330-229145,CN,07:00:00,20:00:00,13:00:00
22111,15191-153628,CN,07:00:00,22:00:00,15:00:00
22112,18167-188324,CN,07:00:00,19:00:00,12:00:00
22113,48942-265944,CN,07:00:00,20:00:00,13:00:00
22114,55180-289005,CN,07:00:00,18:00:00,11:00:00
22115,17176-178993,CN,07:00:00,22:00:00,15:00:00
22116,20557-206672,CN,07:00:00,21:15:00,14:15:00
22117,31525-107316,CN,07:00:00,20:00:00,13:00:00
22118,24124-235265,CN,07:00:00,19:00:00,12:00:00
22119,67075-301808,CN,07:00:00,22:00:00,15:00:00
22120,31063-103082,CN,07:00:00,19:00:00,12:00:00
22121,3493-153167,CN,07:00:00,21:00:00,14:00:00
22122,58583-292790,CN,07:00:00,22:00:00,15:00:00
22123,32654-134952,CN,07:00:00,22:00:00,15:00:00
22124,31365-107196,CN,06:30:00,21:00:00,14:30:00
22125,21571-211205,CN,07:00:00,22:00:00,15:00:00
22126,65041-299331,CN,07:00:00,20:00:00,13:00:00
22127,7198-135969,CN,08:00:00,22:00:00,14:00:00
22128,48363-263271,CN,07:00:00,22:00:00,15:00:00
22130,62097-296644,CN,07:00:00,22:00:00,15:00:00
22131,48188-262006,CN,07:30:00,23:00:00,15:30:00
22132,15499-162386,CN,07:00:00,22:00:00,15:00:00
22133,20599-180944,CN,07:00:00,22:00:00,15:00:00
22134,25174-239633,CN,07:00:00,22:00:00,15:00:00
22135,64847-299069,CN,07:00:00,22:00:00,15:00:00
22136,62482-296916,CN,07:00:00,22:00:00,15:00:00
22137,35061-98966,CN,07:00:00,22:00:00,15:00:00
22138,29112-252448,CN,07:00:00,20:30:00,13:30:00
22139,35005-20222,CN,07:00:00,23:00:00,16:00:00
22140,48762-265065,CN,07:00:00,20:00:00,13:00:00
22141,35004-22241,CN,06:30:00,22:00:00,15:30:00
22142,59744-294051,CN,08:30:00,22:00:00,13:30:00
22143,19077-198384,CN,07:00:00,22:00:00,15:00:00
22144,54322-286592,CN,07:00:00,22:00:00,15:00:00
22145,48042-261285,CN,07:00:00,22:00:00,15:00:00
22146,30672-100308,CN,07:00:00,22:00:00,15:00:00
22147,32174-128568,CN,07:00:00,19:00:00,12:00:00
22148,66671-301232,CN,07:00:00,22:00:00,15:00:00
22149,28820-251207,CN,07:00:00,22:00:00,15:00:00
22150,8097-151366,CN,07:00:00,22:00:00,15:00:00
22151,25480-240905,CN,07:00:00,22:00:00,15:00:00
22152,47215-257225,CN,07:00:00,18:00:00,11:00:00
22153,47452-258306,CN,06:30:00,20:00:00,13:30:00
22155,19621-199612,CN,07:00:00,19:30:00,12:30:00
22156,59555-293788,CN,07:00:00,22:00:00,15:00:00
22157,23636-212087,CN,07:00:00,21:30:00,14:30:00
22158,67223-301990,CN,07:00:00,22:30:00,15:30:00
22159,48518-262804,CN,07:00:00,22:00:00,15:00:00
22160,16547-172745,CN,07:00:00,22:00:00,15:00:00
22161,65688-300195,CN,07:00:00,20:00:00,13:00:00
22162,7087-153105,PE,07:30:00,23:00:00,15:30:00
22163,1925-261685,PE,08:30:00,22:00:00,13:30:00
22164,6103-148586,PE,08:30:00,22:30:00,14:00:00
22165,18284-189404,PE,09:00:00,23:00:00,14:00:00
22167,52094-280710,GB,06:00:00,20:00:00,14:00:00
22856,1841-139924,JP,08:00:00,21:00:00,13:00:00
23094,6121-149485,KR,07:30:00,23:00:00,15:30:00
23095,34432-139286,KR,07:00:00,23:00:00,16:00:00
23097,32706-139626,KR,07:00:00,23:00:00,16:00:00
23099,32441-136831,KR,10:00:00,23:00:00,13:00:00
23116,16411-171128,KR,07:30:00,21:30:00,14:00:00
23120,32332-136566,KR,07:30:00,22:30:00,15:00:00
23177,16087-168288,KR,07:00:00,23:00:00,16:00:00
23181,31966-126384,KR,07:00:00,23:00:00,16:00:00
23182,16745-175405,KR,10:00:00,23:30:00,13:30:00
23186,32563-136556,KR,10:00:00,23:00:00,13:00:00
23188,16328-170447,KR,07:30:00,23:00:00,15:30:00
23191,32035-124204,KR,08:00:00,23:00:00,15:00:00
23198,31734-116646,KR,10:30:00,22:00:00,11:30:00
23216,15677-162065,KR,08:00:00,00:00:00,16:00:00
23223,16673-174286,KR,07:00:00,23:00:00,16:00:00
23228,15299-159784,KR,07:00:00,23:00:00,16:00:00
23245,16329-170448,KR,08:00:00,23:00:00,15:00:00
23246,31558-109525,KR,09:00:00,18:00:00,09:00:00
23249,30997-103902,KR,07:00:00,00:00:00,17:00:00
23252,34418-44500,KR,08:00:00,01:00:00,17:00:00
23256,32663-138941,KR,08:00:00,23:00:00,15:00:00
23257,31905-124464,KR,08:00:00,23:00:00,15:00:00
23268,16228-169289,KR,07:00:00,23:00:00,16:00:00
23269,31951-125384,KR,08:00:00,23:00:00,15:00:00
23283,34453-80622,KR,10:30:00,23:00:00,12:30:00
23296,15612-163307,KR,07:00:00,23:00:00,16:00:00
23297,31654-109164,KR,09:30:00,23:00:00,13:30:00
23311,30734-101522,KR,10:00:00,00:00:00,14:00:00
23315,32007-126386,KR,09:00:00,00:00:00,15:00:00
23319,6035-149005,KR,09:00:00,23:00:00,14:00:00
23321,16225-169290,KR,10:00:00,23:00:00,13:00:00
23329,34507-97433,KR,10:00:00,22:00:00,12:00:00
23330,31513-108184,KR,07:00:00,23:00:00,16:00:00
23332,15206-158564,KR,07:00:00,23:00:00,16:00:00
23346,34434-69822,KR,07:30:00,23:00:00,15:30:00
23347,15022-157129,KR,07:00:00,23:00:00,16:00:00
23349,1978-144328,KR,07:30:00,23:00:00,15:30:00
23353,30693-100860,KR,07:00:00,23:00:00,16:00:00
23354,1929-140364,KR,08:30:00,22:30:00,14:00:00
23363,31205-106084,KR,10:00:00,23:00:00,13:00:00
23371,15507-162448,KR,10:00:00,00:00:00,14:00:00
23372,31248-106393,KR,08:00:00,23:00:00,15:00:00
23375,34431-68740,KR,10:00:00,23:00:00,13:00:00
23396,15420-299804,KR,10:00:00,23:00:00,13:00:00
23412,6097-148904,KR,07:00:00,23:00:00,16:00:00
23413,16614-173550,KR,07:00:00,23:00:00,16:00:00
23415,31720-114024,KR,10:00:00,20:00:00,10:00:00
23416,3594-143084,KR,10:00:00,20:00:00,10:00:00
23427,16648-174067,KR,07:00:00,23:00:00,16:00:00
23467,30955-103324,KR,07:00:00,23:00:00,16:00:00
23477,34522-99727,KR,07:30:00,22:30:00,15:00:00
23478,34517-98930,KR,07:30:00,22:30:00,15:00:00
23483,1309-152825,KR,10:00:00,23:30:00,13:30:00
23488,31115-104498,KR,08:00:00,23:00:00,15:00:00
23492,15334-160365,KR,07:00:00,23:00:00,16:00:00
23494,32531-136565,KR,08:00:00,22:00:00,14:00:00
23502,32738-139369,KR,09:00:00,23:00:00,14:00:00
23505,31263-105080,KR,10:00:00,23:00:00,13:00:00
23564,16613-173546,KR,09:00:00,23:00:00,14:00:00
23567,32674-138942,KR,07:30:00,23:00:00,15:30:00
23569,16327-170445,KR,07:00:00,23:00:00,16:00:00
23574,25674-241885,KR,06:00:00,22:00:00,16:00:00
23575,32373-136567,KR,10:00:00,22:00:00,12:00:00
23594,34416-44760,KR,07:30:00,23:00:00,15:30:00
23611,15441-161550,KR,07:00:00,23:00:00,16:00:00
23636,25670-241887,KR,09:30:00,22:00:00,12:30:00
23644,34419-46322,KR,07:30:00,23:00:00,15:30:00
23663,34319-96579,KW,07:00:00,16:00:00,09:00:00
23664,32627-125344,KW,06:30:00,23:30:00,17:00:00
23666,34347-99621,KW,06:30:00,23:30:00,17:00:00
23667,47977-260732,KW,06:30:00,00:00:00,17:30:00
23669,27581-248035,KW,06:30:00,23:00:00,16:30:00
23670,34306-17893,KW,07:00:00,23:30:00,16:30:00
23671,20740-208106,KW,08:00:00,23:30:00,15:30:00
23672,34333-95974,KW,06:30:00,23:30:00,17:00:00
23675,34223-30699,KW,07:00:00,22:30:00,15:30:00
23680,26200-243994,KW,07:00:00,16:00:00,09:00:00
23681,34258-65721,KW,06:00:00,23:30:00,17:30:00
23682,26147-243747,KW,06:00:00,15:00:00,09:00:00
23683,24190-224205,KW,06:30:00,23:00:00,16:30:00
23684,32475-134464,KW,06:30:00,22:30:00,16:00:00
23691,17966-182144,KW,08:00:00,00:00:00,16:00:00
23692,21289-210644,KW,08:00:00,00:00:00,16:00:00
23693,31596-105552,KW,08:00:00,00:00:00,16:00:00
23695,31580-105554,KW,08:00:00,00:00:00,16:00:00
23696,31640-105555,KW,08:00:00,00:00:00,16:00:00
23697,17967-183248,KW,08:00:00,00:00:00,16:00:00
23698,17968-176148,KW,08:00:00,00:00:00,16:00:00
23699,31581-105924,KW,08:00:00,00:00:00,16:00:00
23700,30743-165724,KW,06:00:00,15:00:00,09:00:00
23702,48448-263336,KW,07:00:00,23:00:00,16:00:00
23706,23963-234511,KW,06:30:00,23:00:00,16:30:00
23710,29386-253567,KW,06:30:00,23:30:00,17:00:00
23711,28065-249828,KW,06:30:00,14:00:00,07:30:00
23714,32051-115284,KW,06:00:00,23:00:00,17:00:00
23716,34201-10343,KW,08:30:00,00:00:00,15:30:00
23717,4173-147705,KW,06:30:00,22:30:00,16:00:00
23719,34233-34719,KW,10:00:00,22:00:00,12:00:00
23720,28066-249835,KW,06:30:00,23:00:00,16:30:00
23721,50167-273288,KW,07:00:00,22:00:00,15:00:00
23722,34208-16834,KW,06:00:00,23:30:00,17:30:00
23723,31194-99026,KW,06:30:00,23:30:00,17:00:00
23727,48374-263331,KW,07:00:00,00:00:00,17:00:00
23728,3954-146764,KW,06:30:00,23:30:00,17:00:00
23729,31957-115285,KW,07:30:00,23:00:00,15:30:00
23730,14921-153085,KW,06:30:00,23:30:00,17:00:00
23731,34334-97955,KW,06:30:00,00:00:00,17:30:00
23734,34229-17882,KW,07:00:00,00:00:00,17:00:00
23736,30870-98466,KW,06:30:00,00:00:00,17:30:00
23738,48717-264853,KW,06:30:00,20:00:00,13:30:00
23739,32427-137013,KW,07:30:00,20:30:00,13:00:00
23742,34295-187044,KW,08:30:00,00:00:00,15:30:00
23744,26491-228049,KW,00:00:00,00:00:00,00:00:00
23745,23545-231167,KW,09:00:00,00:00:00,15:00:00
23746,47653-259368,KW,09:00:00,00:00:00,15:00:00
23747,34298-85161,KW,06:30:00,23:00:00,16:30:00
23750,47646-259365,KW,00:00:00,00:00:00,00:00:00
23752,1384-141025,KW,07:00:00,23:00:00,16:00:00
23755,28149-250305,KW,06:30:00,00:00:00,17:30:00
23756,34287-79326,KW,09:00:00,00:00:00,15:00:00
23758,24600-238334,KW,08:00:00,00:00:00,16:00:00
23759,34318-95970,KW,06:30:00,00:00:00,17:30:00
23760,47898-260305,KW,07:00:00,00:00:00,17:00:00
23761,34266-16994,KW,06:00:00,00:00:00,18:00:00
23762,34326-97697,KW,06:30:00,20:00:00,13:30:00
23763,34243-56742,KW,06:00:00,00:00:00,18:00:00
23766,32237-120564,KW,06:30:00,23:30:00,17:00:00
23767,48444-263334,KW,00:00:00,00:00:00,00:00:00
23768,48380-263325,KW,00:00:00,00:00:00,00:00:00
23769,14987-156805,KW,06:30:00,00:00:00,17:30:00
23770,30660-99811,KW,06:30:00,17:00:00,10:30:00
23773,28172-249826,KW,06:30:00,00:00:00,17:30:00
23774,24601-238335,KW,06:30:00,23:30:00,17:00:00
23777,34327-95969,KW,06:30:00,00:00:00,17:30:00
23778,49890-271644,KW,00:00:00,00:00:00,00:00:00
23779,31343-105094,KW,06:30:00,23:00:00,16:30:00
23781,34279-65748,KW,06:30:00,00:00:00,17:30:00
23783,32690-139245,KW,07:00:00,15:00:00,08:00:00
23785,48229-261811,KW,06:30:00,23:00:00,16:30:00
23788,31983-115251,KW,06:00:00,23:00:00,17:00:00
23789,24508-228048,KW,06:30:00,01:00:00,18:30:00
23790,48781-265294,KW,06:30:00,23:00:00,16:30:00
23793,48036-261166,KW,06:30:00,23:00:00,16:30:00
23794,26148-243748,KW,06:30:00,23:00:00,16:30:00
23795,48230-260364,KW,07:30:00,23:00:00,15:30:00
23796,47604-252765,KW,07:30:00,23:00:00,15:30:00
23797,3956-146753,KW,08:30:00,23:00:00,14:30:00
23798,21850-215825,KW,08:00:00,23:00:00,15:00:00
23799,47737-252452,KW,06:30:00,00:00:00,17:30:00
23801,19446-194724,KW,06:30:00,23:00:00,16:30:00
23804,17205-180187,KW,06:30:00,00:00:00,17:30:00
23807,5157-148607,KW,06:00:00,00:00:00,18:00:00
23808,34344-98931,KW,00:00:00,00:00:00,00:00:00
23809,31716-105909,KW,06:30:00,00:00:00,17:30:00
23811,34270-63169,KW,00:00:00,00:00:00,00:00:00
23812,34301-63167,KW,00:00:00,00:00:00,00:00:00
23825,1385-139247,KW,06:30:00,23:30:00,17:00:00
23828,24605-238364,KW,07:00:00,20:30:00,13:30:00
23829,5126-148407,KW,06:00:00,23:30:00,17:30:00
23830,19782-202924,KW,08:00:00,23:30:00,15:30:00
23831,31382-105870,KW,07:30:00,23:00:00,15:30:00
23839,27580-248037,KW,07:00:00,23:00:00,16:00:00
23844,32578-133651,LB,07:00:00,00:00:00,17:00:00
23845,14948-154125,LB,07:00:00,00:00:00,17:00:00
23846,34203-14390,LB,07:00:00,23:30:00,16:30:00
23851,34222-21842,LB,07:00:00,23:30:00,16:30:00
23859,34304-90821,LB,08:00:00,23:00:00,15:00:00
23861,34205-15554,LB,07:00:00,00:00:00,17:00:00
23862,31671-235564,LB,08:00:00,23:00:00,15:00:00
23868,30639-105128,LB,08:00:00,23:00:00,15:00:00
23869,34265-17895,LB,07:00:00,00:00:00,17:00:00
23873,15330-160184,LB,07:00:00,00:30:00,17:30:00
23879,34235-59339,LB,08:00:00,01:00:00,17:00:00
23880,32227-118864,LB,07:00:00,23:00:00,16:00:00
23887,32028-118769,MO,07:30:00,23:00:00,15:30:00
23890,24126-235784,MO,00:00:00,00:00:00,00:00:00
23891,15204-138206,MO,08:00:00,23:00:00,15:00:00
23892,28490-242269,MO,00:00:00,00:00:00,00:00:00
23894,17108-248113,MO,10:30:00,22:00:00,11:30:00
23895,54777-288497,CN,08:00:00,18:00:00,10:00:00
23896,63304-297935,CN,07:30:00,22:00:00,14:30:00
23897,62259-296883,CN,08:00:00,22:00:00,14:00:00
23899,63872-298586,CN,07:30:00,21:30:00,14:00:00
23901,17172-178705,CN,07:30:00,23:00:00,15:30:00
23902,26347-243725,CN,07:00:00,22:30:00,15:30:00
23904,17438-181847,MO,08:00:00,22:00:00,14:00:00
23905,48103-256690,CN,07:30:00,22:30:00,15:00:00
23906,22281-195230,CN,07:30:00,23:30:00,16:00:00
23907,20690-195231,CN,10:00:00,22:00:00,12:00:00
23908,27019-246468,MO,08:00:00,00:00:00,16:00:00
23909,20845-192587,CN,07:30:00,23:00:00,15:30:00
23913,61637-294804,CN,08:00:00,18:00:00,10:00:00
23916,31906-113446,MO,00:00:00,00:00:00,00:00:00
23918,49177-267371,CN,08:00:00,22:00:00,14:00:00
23920,22410-211728,CN,07:30:00,22:00:00,14:30:00
23921,19681-192304,CN,08:00:00,22:00:00,14:00:00
23922,9032-151827,CN,07:30:00,22:00:00,14:30:00
23923,17336-175504,CN,07:30:00,22:30:00,15:00:00
23924,64788-293159,CN,09:00:00,22:00:00,13:00:00
23925,65556-300013,CN,10:00:00,22:00:00,12:00:00
23926,29358-248692,CN,08:00:00,22:00:00,14:00:00
23927,61085-294842,CN,08:00:00,22:30:00,14:30:00
23928,29744-246584,CN,08:00:00,22:00:00,14:00:00
23929,19352-195229,CN,07:00:00,23:00:00,16:00:00
23930,54800-288523,CN,08:30:00,22:00:00,13:30:00
23931,61362-294328,CN,08:00:00,22:00:00,14:00:00
23932,51345-277904,CN,09:30:00,22:30:00,13:00:00
23933,55581-289363,CN,09:30:00,21:00:00,11:30:00
23934,65842-299306,CN,08:00:00,22:00:00,14:00:00
23935,53581-285794,CN,08:00:00,22:30:00,14:30:00
23936,62243-296851,CN,08:30:00,21:30:00,13:00:00
23937,53763-285907,CN,06:30:00,22:00:00,15:30:00
23938,32017-109624,MX,05:00:00,23:00:00,18:00:00
23939,3950-146784,MX,06:00:00,22:00:00,16:00:00
23940,20449-205548,MX,06:00:00,22:00:00,16:00:00
23941,20395-205053,MX,06:00:00,22:00:00,16:00:00
23942,38134-96693,MX,06:00:00,22:00:00,16:00:00
23943,5068-146785,MX,06:00:00,22:00:00,16:00:00
23944,18397-189968,MX,06:00:00,22:00:00,16:00:00
23945,47974-259931,MX,04:00:00,23:00:00,19:00:00
23946,23632-230826,MX,06:00:00,22:00:00,16:00:00
23947,25070-239864,MX,06:00:00,22:00:00,16:00:00
23948,38112-87302,MX,06:00:00,22:00:00,16:00:00
23949,20486-206206,MX,06:00:00,22:00:00,16:00:00
23950,38109-87304,MX,06:00:00,22:00:00,16:00:00
23951,15442-161530,MX,06:00:00,22:00:00,16:00:00
23952,48736-264906,MX,06:00:00,22:00:00,16:00:00
23953,18384-188964,MX,06:00:00,22:00:00,16:00:00
23954,15496-162006,MX,06:00:00,22:00:00,16:00:00
