Day,Hires
2/25/20,"27,095"
2/26/20,"28,059"
2/27/20,"20,356"
2/28/20,"18,676"
2/29/20,"12,542"
3/1/20,"16,831"
3/2/20,"26,484"
3/3/20,"29,209"
3/4/20,"23,390"
3/5/20,"17,028"
3/6/20,"27,950"
3/7/20,"20,229"
3/8/20,"14,917"
3/9/20,"22,851"
3/10/20,"28,186"
3/11/20,"29,716"
3/12/20,"26,841"
3/13/20,"25,233"
3/14/20,"18,742"
3/15/20,"13,268"
3/16/20,"24,370"
3/17/20,"19,268"
3/18/20,"17,407"
3/19/20,"13,371"
3/20/20,"13,696"
3/21/20,"17,550"
3/22/20,"16,229"
3/23/20,"11,639"
3/24/20,"10,165"
3/25/20,"10,643"
3/26/20,"10,978"
3/27/20,"11,035"
3/28/20,"12,946"
3/29/20,"7,349"
3/30/20,"7,006"
3/31/20,"9,121"
4/1/20,"9,194"
4/2/20,"9,898"
4/3/20,"11,139"
4/4/20,"22,109"
4/5/20,"28,905"
4/6/20,"10,565"
4/7/20,"14,773"
4/8/20,"13,660"
4/9/20,"17,452"
4/10/20,"27,293"
4/11/20,"33,454"
4/12/20,"29,537"
4/13/20,"18,014"
4/14/20,"14,625"
4/15/20,"18,067"
4/16/20,"16,660"
4/17/20,"11,211"
4/18/20,"20,331"
4/19/20,"39,996"
4/20/20,"17,453"
4/21/20,"18,745"
4/22/20,"21,173"
4/23/20,"23,869"
4/24/20,"23,367"
4/25/20,"38,063"
4/26/20,"39,116"
4/27/20,"17,205"
4/28/20,"4,872"
4/29/20,"11,432"
4/30/20,"9,116"
5/1/20,"14,663"
5/2/20,"38,474"
5/3/20,"26,982"
5/4/20,"18,332"
5/5/20,"18,503"
5/6/20,"23,350"
5/7/20,"27,389"
5/8/20,"43,669"
5/9/20,"48,752"
5/10/20,"23,540"
5/11/20,"13,366"
5/12/20,"20,120"
5/13/20,"16,886"
5/14/20,"20,445"
5/15/20,"28,363"
5/16/20,"46,227"
5/17/20,"51,422"
5/18/20,"29,598"
5/19/20,"35,525"
5/20/20,"42,827"
5/21/20,"36,203"
5/22/20,"36,817"
5/23/20,"40,769"
5/24/20,"55,805"
5/25/20,"67,034"
5/26/20,"38,386"
5/27/20,"38,327"
5/28/20,"40,682"
5/29/20,"45,693"
5/30/20,"70,170"
5/31/20,"63,116"
6/1/20,"38,376"
6/2/20,"45,524"
6/3/20,"28,915"
6/4/20,"27,752"
6/5/20,"28,586"
6/6/20,"27,731"
6/7/20,"39,225"
6/8/20,"28,859"
6/9/20,"36,702"
6/10/20,"16,957"
6/11/20,"24,710"
6/12/20,"26,990"
6/13/20,"65,045"
6/14/20,"57,516"
6/15/20,"37,990"
6/16/20,"37,758"
6/17/20,"26,514"
6/18/20,"25,666"
6/19/20,"36,582"
6/20/20,"64,041"
6/21/20,"45,485"
6/22/20,"43,004"
6/23/20,"48,287"
6/24/20,"52,131"
6/25/20,"52,389"
6/26/20,"50,978"
6/27/20,"41,381"
6/28/20,"42,221"
6/29/20,"32,538"
6/30/20,"28,707"
7/1/20,"31,474"
7/2/20,"28,054"
7/3/20,"37,423"
7/4/20,"42,173"
7/5/20,"47,227"
7/6/20,"33,688"
7/7/20,"32,208"
7/8/20,"22,306"
7/9/20,"26,128"
7/10/20,"38,143"
7/11/20,"51,371"
7/12/20,"49,653"
7/13/20,"35,317"
7/14/20,"35,224"
7/15/20,"34,126"
7/16/20,"37,401"
7/17/20,"46,734"
7/18/20,"56,654"
7/19/20,"33,988"
7/20/20,"39,255"
7/21/20,"40,542"
7/22/20,"41,579"
7/23/20,"40,105"
7/24/20,"40,929"
7/25/20,"24,828"
7/26/20,"34,216"
7/27/20,"23,892"
7/28/20,"37,887"
7/29/20,"41,163"
7/30/20,"43,105"
7/31/20,"43,267"
8/1/20,"49,591"
8/2/20,"44,097"
8/3/20,"36,822"
8/4/20,"41,429"
8/5/20,"42,674"
8/6/20,"41,172"
8/7/20,"43,349"
8/8/20,"47,667"
8/9/20,"44,699"
8/10/20,"40,033"
8/11/20,"43,139"
8/12/20,"41,957"
8/13/20,"34,296"
8/14/20,"30,322"
8/15/20,"30,834"
8/16/20,"32,727"
8/17/20,"32,065"
8/18/20,"39,694"
8/19/20,"20,690"
8/20/20,"42,900"
8/21/20,"35,563"
8/22/20,"44,600"
8/23/20,"37,229"
8/24/20,"31,659"
8/25/20,"27,213"
8/26/20,"41,188"
8/27/20,"23,767"
8/28/20,"27,689"
8/29/20,"29,091"
8/30/20,"35,248"
8/31/20,"39,872"
9/1/20,"36,669"
9/2/20,"31,809"
9/3/20,"30,832"
9/4/20,"35,992"
9/5/20,"42,640"
9/6/20,"39,964"
9/7/20,"32,954"
9/8/20,"38,508"
9/9/20,"39,425"
9/10/20,"40,273"
9/11/20,"38,358"
9/12/20,"47,615"
9/13/20,"47,141"
9/14/20,"31,631"
9/15/20,"43,592"
9/16/20,"43,355"
9/17/20,"42,033"
9/18/20,"42,106"
9/19/20,"51,764"
9/20/20,"47,835"
9/21/20,"38,776"
9/22/20,"46,181"
9/23/20,"30,731"
9/24/20,"32,999"
9/25/20,"30,833"
9/26/20,"34,352"
9/27/20,"26,694"
9/28/20,"33,146"
9/29/20,"32,116"
9/30/20,"27,200"
10/1/20,"34,441"
10/2/20,"12,207"
10/3/20,"21,909"
10/4/20,"8,779"
10/5/20,"25,748"
10/6/20,"30,723"
10/7/20,"34,225"
10/8/20,"29,150"
10/9/20,"29,389"
10/10/20,"34,838"
10/11/20,"34,123"
10/12/20,"21,308"
10/13/20,"20,948"
10/14/20,"29,591"
10/15/20,"30,112"
10/16/20,"33,858"
10/17/20,"34,167"
10/18/20,"31,540"
10/19/20,"29,221"
10/20/20,"32,568"
10/21/20,"17,842"
10/22/20,"31,992"
10/23/20,"32,333"
10/24/20,"26,255"
10/25/20,"27,462"
10/26/20,"29,578"
10/27/20,"21,496"
10/28/20,"27,747"
10/29/20,"21,958"
10/30/20,"29,425"
10/31/20,"23,300"
11/1/20,"25,625"
11/2/20,"27,663"
11/3/20,"28,623"
11/4/20,"36,971"
11/5/20,"19,762"
11/6/20,"21,849"
11/7/20,"40,469"
11/8/20,"31,318"
11/9/20,"19,955"
11/10/20,"24,860"
11/11/20,"23,661"
11/12/20,"25,865"
11/13/20,"25,767"
11/14/20,"15,491"
11/15/20,"22,687"
11/16/20,"19,152"
11/17/20,"23,524"
11/18/20,"23,011"
11/19/20,"20,455"
11/20/20,"18,225"
11/21/20,"35,358"
11/22/20,"35,315"
11/23/20,"21,680"
11/24/20,"22,773"
11/25/20,"22,103"
11/26/20,"23,694"
11/27/20,"23,667"
11/28/20,"34,416"
11/29/20,"27,107"
11/30/20,"19,199"
12/1/20,"22,282"
12/2/20,"24,615"
12/3/20,"14,619"
12/4/20,"22,624"
12/5/20,"31,470"
12/6/20,"20,583"
12/7/20,"19,778"
12/8/20,"21,625"
12/9/20,"23,013"
12/10/20,"23,516"
12/11/20,"24,943"
12/12/20,"29,258"
12/13/20,"13,220"
12/14/20,"15,959"
12/15/20,"26,241"
12/16/20,"17,574"
12/17/20,"22,945"
12/18/20,"18,542"
12/19/20,"16,643"
12/20/20,"17,397"
12/21/20,"11,190"
12/22/20,"14,805"
12/23/20,"13,215"
12/24/20,"15,630"
12/25/20,"17,741"
12/26/20,"12,557"
12/27/20,"17,726"
12/28/20,"12,631"
12/29/20,"14,666"
12/30/20,"17,079"
12/31/20,"15,004"
1/1/21,"10,986"
1/2/21,"17,564"
1/3/21,"13,621"
1/4/21,"10,374"
1/5/21,"9,567"
1/6/21,"12,387"
1/7/21,"12,596"
1/8/21,"11,389"
1/9/21,"19,703"
1/10/21,"13,800"
1/11/21,"11,688"
1/12/21,"11,761"
1/13/21,"8,590"
1/14/21,"6,735"
1/15/21,"13,991"
1/16/21,"12,300"
1/17/21,"24,898"
1/18/21,"12,990"
1/19/21,"12,767"
1/20/21,"9,220"
1/21/21,"15,096"
1/22/21,"16,864"
1/23/21,"24,467"
1/24/21,"6,632"
1/25/21,"13,252"
1/26/21,"10,903"
1/27/21,"12,485"
1/28/21,"13,791"
1/29/21,"14,815"
1/30/21,"7,918"
1/31/21,"16,737"
2/1/21,"12,567"
2/2/21,"14,462"
2/3/21,"13,019"
2/4/21,"11,154"
2/5/21,"19,522"
2/6/21,"19,065"
2/7/21,"6,253"
2/8/21,"6,727"
2/9/21,"7,266"
2/10/21,"11,726"
2/11/21,"11,146"
2/12/21,"11,862"
2/13/21,"15,964"
2/14/21,"14,038"
2/15/21,"13,495"
2/16/21,"12,396"
2/17/21,"12,953"
2/18/21,"16,281"
2/19/21,"17,587"
2/20/21,"39,938"
2/21/21,"33,638"
2/22/21,"13,929"
2/23/21,"21,703"
2/24/21,"22,268"
2/25/21,"18,463"
2/26/21,"29,685"
2/27/21,"52,485"
2/28/21,"31,454"
3/1/21,"18,214"
3/2/21,"19,222"
3/3/21,"12,416"
3/4/21,"15,504"
3/5/21,"20,353"
3/6/21,"30,882"
3/7/21,"28,893"
3/8/21,"18,574"
3/9/21,"25,689"
3/10/21,"11,251"
3/11/21,"16,829"
3/12/21,"18,983"
3/13/21,"24,114"
3/14/21,"21,978"
3/15/21,"16,475"
3/16/21,"18,957"
3/17/21,"18,887"
3/18/21,"16,882"
3/19/21,"26,756"
3/20/21,"34,935"
3/21/21,"32,892"
3/22/21,"25,237"
3/23/21,"24,063"
3/24/21,"23,002"
3/25/21,"20,558"
3/26/21,"17,524"
3/27/21,"40,127"
3/28/21,"23,890"
3/29/21,"34,583"
3/30/21,"50,370"
3/31/21,"40,471"
4/1/21,"36,465"
4/2/21,"39,035"
4/3/21,"33,877"
4/4/21,"47,500"
4/5/21,"26,788"
4/6/21,"22,337"
4/7/21,"24,414"
4/8/21,"27,059"
4/9/21,"30,386"
4/10/21,"23,659"
4/11/21,"31,377"
4/12/21,"28,610"
4/13/21,"29,345"
4/14/21,"30,841"
4/15/21,"26,089"
4/16/21,"33,869"
4/17/21,"43,018"
4/18/21,"36,387"
4/19/21,"30,142"
4/20/21,"35,624"
4/21/21,"30,110"
4/22/21,"32,092"
4/23/21,"34,647"
4/24/21,"45,312"
4/25/21,"29,687"
4/26/21,"26,182"
4/27/21,"30,584"
4/28/21,"21,849"
4/29/21,"27,619"
4/30/21,"28,856"
5/1/21,"34,635"
5/2/21,"30,609"
5/3/21,"21,099"
5/4/21,"22,319"
5/5/21,"22,808"
5/6/21,"27,220"
5/7/21,"31,261"
5/8/21,"22,411"
5/9/21,"34,410"
5/10/21,"26,176"
5/11/21,"30,613"
5/12/21,"31,718"
5/13/21,"24,704"
5/14/21,"31,634"
5/15/21,"28,821"
5/16/21,"17,723"
5/17/21,"21,027"
5/18/21,"27,777"
5/19/21,"29,522"
5/20/21,"27,207"
5/21/21,"21,452"
5/22/21,"30,021"
5/23/21,"22,129"
5/24/21,"21,323"
5/25/21,"29,226"
5/26/21,"32,478"
5/27/21,"37,833"
5/28/21,"32,927"
5/29/21,"49,875"
5/30/21,"47,848"
5/31/21,"53,182"
6/1/21,"46,124"
6/2/21,"46,231"
6/3/21,"47,183"
6/4/21,"22,748"
6/5/21,"56,922"
6/6/21,"41,583"
6/7/21,"39,537"
6/8/21,"44,797"
6/9/21,"46,634"
6/10/21,"44,446"
6/11/21,"44,189"
6/12/21,"56,320"
6/13/21,"48,667"
6/14/21,"41,079"
6/15/21,"44,263"
6/16/21,"44,053"
6/17/21,"30,035"
6/18/21,"19,026"
6/19/21,"35,712"
6/20/21,"28,882"
6/21/21,"20,316"
6/22/21,"35,381"
6/23/21,"42,302"
6/24/21,"40,671"
6/25/21,"39,273"
6/26/21,"50,000"
6/27/21,"29,887"
6/28/21,"28,741"
6/29/21,"31,728"
6/30/21,"36,904"
7/1/21,"41,632"
7/2/21,"42,401"
7/3/21,"39,893"
7/4/21,"32,729"
7/5/21,"30,628"
7/6/21,"24,203"
7/7/21,"38,170"
7/8/21,"38,057"
7/9/21,"39,294"
7/10/21,"40,202"
7/11/21,"41,740"
7/12/21,"26,224"
7/13/21,"38,763"
7/14/21,"41,459"
7/15/21,"38,939"
7/16/21,"43,016"
7/17/21,"52,103"
7/18/21,"46,595"
7/19/21,"38,163"
7/20/21,"39,611"
7/21/21,"44,467"
7/22/21,"46,462"
7/23/21,"43,714"
7/24/21,"36,877"
7/25/21,"18,952"
7/26/21,"35,758"
7/27/21,"36,779"
7/28/21,"26,491"
7/29/21,"41,820"
7/30/21,"27,732"
7/31/21,"35,292"
8/1/21,"34,376"
8/2/21,"34,285"
8/3/21,"38,503"
8/4/21,"44,108"
8/5/21,"32,213"
8/6/21,"29,535"
8/7/21,"24,930"
8/8/21,"25,162"
8/9/21,"21,634"
8/10/21,"40,608"
8/11/21,"43,110"
8/12/21,"39,308"
8/13/21,"36,992"
8/14/21,"45,257"
8/15/21,"38,207"
8/16/21,"33,358"
8/17/21,"33,521"
8/18/21,"38,937"
8/19/21,"38,045"
8/20/21,"37,250"
8/21/21,"33,274"
8/22/21,"33,765"
8/23/21,"35,664"
8/24/21,"39,535"
8/25/21,"40,758"
8/26/21,"37,222"
8/27/21,"38,114"
8/28/21,"39,107"
8/29/21,"37,065"
8/30/21,"32,858"
8/31/21,"34,433"
9/1/21,"37,354"
9/2/21,"38,823"
9/3/21,"39,325"
9/4/21,"41,087"
9/5/21,"45,034"
9/6/21,"41,408"
9/7/21,"46,829"
9/8/21,"45,732"
9/9/21,"40,853"
9/10/21,"37,388"
9/11/21,"45,797"
9/12/21,"40,890"
9/13/21,"38,389"
9/14/21,"22,871"
9/15/21,"41,485"
9/16/21,"43,332"
9/17/21,"41,465"
9/18/21,"51,300"
9/19/21,"30,864"
9/20/21,"37,699"
9/21/21,"44,749"
9/22/21,"46,175"
9/23/21,"42,853"
9/24/21,"46,203"
9/25/21,"48,507"
9/26/21,"45,163"
9/27/21,"32,180"
9/28/21,"32,558"
9/29/21,"39,910"
9/30/21,"34,095"
10/1/21,"34,223"
10/2/21,"17,712"
10/3/21,"33,745"
10/4/21,"30,988"
10/5/21,"34,936"
10/6/21,"40,846"
10/7/21,"38,372"
10/8/21,"37,527"
10/9/21,"47,877"
10/10/21,"36,634"
10/11/21,"36,683"
10/12/21,"38,469"
10/13/21,"40,259"
10/14/21,"40,669"
10/15/21,"38,265"
10/16/21,"35,598"
10/17/21,"34,702"
10/18/21,"30,787"
10/19/21,"35,833"
10/20/21,"34,344"
10/21/21,"35,898"
10/22/21,"35,381"
10/23/21,"38,578"
10/24/21,"35,165"
10/25/21,"34,018"
10/26/21,"38,446"
10/27/21,"39,679"
10/28/21,"40,598"
10/29/21,"30,864"
10/30/21,"36,270"
10/31/21,"27,205"
11/1/21,"32,891"
11/2/21,"34,906"
11/3/21,"34,050"
11/4/21,"33,410"
11/5/21,"33,000"
11/6/21,"33,536"
11/7/21,"29,935"
11/8/21,"30,945"
11/9/21,"35,175"
11/10/21,"29,812"
11/11/21,"35,799"
11/12/21,"29,713"
11/13/21,"35,243"
11/14/21,"28,777"
11/15/21,"31,397"
11/16/21,"34,011"
11/17/21,"35,489"
11/18/21,"36,279"
11/19/21,"34,745"
11/20/21,"34,225"
11/21/21,"26,609"
11/22/21,"29,800"
11/23/21,"33,569"
11/24/21,"32,899"
11/25/21,"32,745"
11/26/21,"31,557"
11/27/21,"17,221"
11/28/21,"20,482"
11/29/21,"25,340"
11/30/21,"31,487"
12/1/21,"28,836"
12/2/21,"29,801"
12/3/21,"28,765"
12/4/21,"27,591"
12/5/21,"16,162"
12/6/21,"23,307"
12/7/21,"23,088"
12/8/21,"29,512"
12/9/21,"28,773"
12/10/21,"28,211"
12/11/21,"21,616"
12/12/21,"22,333"
12/13/21,"25,050"
12/14/21,"27,602"
12/15/21,"27,925"
12/16/21,"26,696"
12/17/21,"24,646"
12/18/21,"25,580"
12/19/21,"17,205"
12/20/21,"19,404"
12/21/21,"18,680"
12/22/21,"17,034"
12/23/21,"16,372"
12/24/21,"10,173"
12/25/21,"15,060"
12/26/21,"8,239"
12/27/21,"9,164"
12/28/21,"13,856"
12/29/21,"15,437"
12/30/21,"19,340"
12/31/21,"21,744"
1/1/22,"22,811"
1/2/22,"16,698"
1/3/22,"19,055"
1/4/22,"15,300"
1/5/22,"20,432"
1/6/22,"17,946"
1/7/22,"19,742"
1/8/22,"12,182"
1/9/22,"21,845"
1/10/22,"22,074"
1/11/22,"21,343"
1/12/22,"26,147"
1/13/22,"26,386"
1/14/22,"26,073"
1/15/22,"26,347"
1/16/22,"24,162"
1/17/22,"25,676"
1/18/22,"26,971"
1/19/22,"27,576"
1/20/22,"27,210"
1/21/22,"25,198"
1/22/22,"27,996"
1/23/22,"23,731"
1/24/22,"25,096"
1/25/22,"27,184"
1/26/22,"29,065"
1/27/22,"29,718"
1/28/22,"28,182"
1/29/22,"32,087"
1/30/22,"27,463"
1/31/22,"26,806"
2/1/22,"32,363"
2/2/22,"32,969"
2/3/22,"32,512"
2/4/22,"24,238"
2/5/22,"29,154"
2/6/22,"20,944"
2/7/22,"28,232"
2/8/22,"32,312"
2/9/22,"32,442"
2/10/22,"32,572"
2/11/22,"29,656"
2/12/22,"28,800"
2/13/22,"13,356"
2/14/22,"23,905"
2/15/22,"22,197"
2/16/22,"26,022"
2/17/22,"29,716"
2/18/22,"14,463"
2/19/22,"16,910"
2/20/22,"15,463"
2/21/22,"22,928"
2/22/22,"30,015"
2/23/22,"32,242"
2/24/22,"25,250"
2/25/22,"31,200"
2/26/22,"33,903"
2/27/22,"29,669"
2/28/22,"26,465"
3/1/22,"37,727"
3/2/22,"28,298"
3/3/22,"56,568"
3/4/22,"31,037"
3/5/22,"24,237"
3/6/22,"24,643"
3/7/22,"28,204"
3/8/22,"34,238"
3/9/22,"34,605"
3/10/22,"37,116"
3/11/22,"25,296"
3/12/22,"34,755"
3/13/22,"22,968"
3/14/22,"31,111"
3/15/22,"36,871"
3/16/22,"23,711"
3/17/22,"37,252"
3/18/22,"37,580"
3/19/22,"39,384"
3/20/22,"31,699"
3/21/22,"33,921"
3/22/22,"39,661"
3/23/22,"41,285"
3/24/22,"40,524"
3/25/22,"40,417"
3/26/22,"50,812"
3/27/22,"28,895"
3/28/22,"32,681"
3/29/22,"32,672"
3/30/22,"31,208"
3/31/22,"27,344"
4/1/22,"25,630"
4/2/22,"26,519"
4/3/22,"26,097"
4/4/22,"21,227"
4/5/22,"32,023"
4/6/22,"25,320"
4/7/22,"29,307"
4/8/22,"29,004"
4/9/22,"33,572"
4/10/22,"32,452"
4/11/22,"33,418"
4/12/22,"35,445"
4/13/22,"37,019"
4/14/22,"38,585"
4/15/22,"43,950"
4/16/22,"42,937"
4/17/22,"37,323"
4/18/22,"35,819"
4/19/22,"33,604"
4/20/22,"41,306"
4/21/22,"41,027"
4/22/22,"34,123"
4/23/22,"37,631"
4/24/22,"38,848"
4/25/22,"32,014"
4/26/22,"38,368"
4/27/22,"35,965"
4/28/22,"37,081"
4/29/22,"32,419"
4/30/22,"43,044"
5/1/22,"29,733"
5/2/22,"36,352"
5/3/22,"37,726"
5/4/22,"34,515"
5/5/22,"42,487"
5/6/22,"41,786"
5/7/22,"41,649"
5/8/22,"44,350"
5/9/22,"37,872"
5/10/22,"39,427"
5/11/22,"31,653"
5/12/22,"41,005"
5/13/22,"41,129"
5/14/22,"53,934"
5/15/22,"22,919"
5/16/22,"36,720"
5/17/22,"45,649"
5/18/22,"44,260"
5/19/22,"43,893"
5/20/22,"31,278"
5/21/22,"46,251"
5/22/22,"45,820"
5/23/22,"34,988"
5/24/22,"33,213"
5/25/22,"37,459"
5/26/22,"40,496"
5/27/22,"44,130"
5/28/22,"42,005"
5/29/22,"38,395"
5/30/22,"30,051"
5/31/22,"29,909"
6/1/22,"38,084"
6/2/22,"45,274"
6/3/22,"40,537"
6/4/22,"34,753"
6/5/22,"23,374"
6/6/22,"43,421"
6/7/22,"41,638"
6/8/22,"41,063"
6/9/22,"40,021"
6/10/22,"41,227"
6/11/22,"45,929"
6/12/22,"40,639"
6/13/22,"40,873"
6/14/22,"46,430"
6/15/22,"47,586"
6/16/22,"47,834"
6/17/22,"49,247"
6/18/22,"35,305"
6/19/22,"32,066"
6/20/22,"43,063"
6/21/22,"65,326"
6/22/22,"54,360"
6/23/22,"43,705"
6/24/22,"43,120"
6/25/22,"47,485"
6/26/22,"42,649"
6/27/22,"37,252"
6/28/22,"44,806"
6/29/22,"41,593"
6/30/22,"41,520"
7/1/22,"41,276"
7/2/22,"42,316"
7/3/22,"38,719"
7/4/22,"42,140"
7/5/22,"44,717"
7/6/22,"45,401"
7/7/22,"46,050"
7/8/22,"44,741"
7/9/22,"47,058"
7/10/22,"44,154"
7/11/22,"42,739"
7/12/22,"45,037"
7/13/22,"46,715"
7/14/22,"46,293"
7/15/22,"45,023"
7/16/22,"48,260"
7/17/22,"40,796"
7/18/22,"38,798"
7/19/22,"36,895"
7/20/22,"42,070"
7/21/22,"41,430"
7/22/22,"39,453"
7/23/22,"43,414"
7/24/22,"40,175"
7/25/22,"38,114"
7/26/22,"41,296"
7/27/22,"39,282"
7/28/22,"43,096"
7/29/22,"41,584"
7/30/22,"42,718"
7/31/22,"36,041"
8/1/22,"39,471"
8/2/22,"43,885"
8/3/22,"43,731"
8/4/22,"43,239"
8/5/22,"41,383"
8/6/22,"43,546"
8/7/22,"40,347"
8/8/22,"41,602"
8/9/22,"44,418"
8/10/22,"44,518"
8/11/22,"43,132"
8/12/22,"40,118"
8/13/22,"42,116"
8/14/22,"38,252"
8/15/22,"37,735"
8/16/22,"36,390"
8/17/22,"32,093"
8/18/22,"41,050"
8/19/22,"66,972"
8/20/22,"48,010"
8/21/22,"39,807"
8/22/22,"38,066"
8/23/22,"41,519"
8/24/22,"42,948"
8/25/22,"24,736"
8/26/22,"36,636"
8/27/22,"37,025"
8/28/22,"35,994"
8/29/22,"34,262"
8/30/22,"36,911"
8/31/22,"40,020"
9/1/22,"37,781"
9/2/22,"36,072"
9/3/22,"37,957"
9/4/22,"33,863"
9/5/22,"35,571"
9/6/22,"34,323"
9/7/22,"36,468"
9/8/22,"27,763"
9/9/22,"30,285"
9/10/22,0
9/11/22,0
9/12/22,"22,560"
9/13/22,"22,967"
9/14/22,"30,459"
9/15/22,"29,192"
9/16/22,"26,532"
9/17/22,"24,819"
9/18/22,"22,844"
9/19/22,"23,197"
9/20/22,"29,688"
9/21/22,"31,156"
9/22/22,"31,360"
9/23/22,"24,856"
9/24/22,"25,246"
9/25/22,"21,402"
9/26/22,"22,458"
9/27/22,"25,701"
9/28/22,"29,470"
9/29/22,"28,322"
9/30/22,"18,638"
10/1/22,"26,895"
10/2/22,"22,417"
10/3/22,"28,739"
10/4/22,"31,355"
10/5/22,"27,420"
10/6/22,"32,978"
10/7/22,"28,071"
10/8/22,"30,983"
10/9/22,"25,691"
10/10/22,"26,070"
10/11/22,"33,076"
10/12/22,"28,307"
10/13/22,"31,433"
10/14/22,"28,015"
10/15/22,"26,042"
10/16/22,"22,793"
10/17/22,"27,900"
10/18/22,"32,208"
10/19/22,"31,765"
10/20/22,"25,295"
10/21/22,"25,143"
10/22/22,"27,676"
10/23/22,"14,625"
10/24/22,"26,888"
10/25/22,"31,397"
10/26/22,"32,015"
10/27/22,"31,983"
10/28/22,"30,083"
10/29/22,"29,650"
10/30/22,"20,989"
10/31/22,"26,467"
11/1/22,"24,850"
11/2/22,"27,494"
11/3/22,"22,601"
11/4/22,"26,995"
11/5/22,"16,082"
11/6/22,"12,392"
11/7/22,"21,608"
11/8/22,"24,779"
11/9/22,"28,454"
11/10/22,"44,677"
11/11/22,"30,498"
11/12/22,"27,228"
11/13/22,"21,305"
11/14/22,"27,264"
11/15/22,"22,414"
11/16/22,"19,784"
11/17/22,"23,733"
11/18/22,"26,442"
11/19/22,"22,308"
11/20/22,"16,513"
11/21/22,"19,990"
11/22/22,"27,394"
11/23/22,"24,250"
11/24/22,"25,170"
11/25/22,"26,857"
11/26/22,"22,226"
11/27/22,"12,985"
11/28/22,"24,307"
11/29/22,"27,072"
11/30/22,"27,884"
12/1/22,"27,401"
12/2/22,"23,550"
12/3/22,"19,139"
12/4/22,"14,513"
12/5/22,"23,342"
12/6/22,"25,860"
12/7/22,"24,575"
12/8/22,"22,686"
12/9/22,"21,496"
12/10/22,"16,795"
12/11/22,"9,848"
12/12/22,"13,351"
12/13/22,"16,527"
12/14/22,"16,593"
12/15/22,"17,166"
12/16/22,"15,580"
12/17/22,"13,024"
12/18/22,"5,853"
12/19/22,"13,202"
12/20/22,"18,194"
12/21/22,"16,661"
12/22/22,"13,645"
12/23/22,"9,269"
12/24/22,"8,291"
12/25/22,"16,298"
12/26/22,"7,301"
12/27/22,"7,002"
12/28/22,"6,461"
12/29/22,"11,264"
12/30/22,"9,327"
12/31/22,"7,619"
1/1/23,"10,139"
1/2/23,"11,695"
1/3/23,"12,497"
1/4/23,"16,650"
1/5/23,"18,493"
1/6/23,"18,171"
1/7/23,"12,131"
1/8/23,"9,263"
1/9/23,"21,921"
1/10/23,"17,184"
1/11/23,"23,001"
1/12/23,"21,966"
1/13/23,"21,638"
1/14/23,"14,227"
1/15/23,"15,303"
1/16/23,"19,783"
1/17/23,"22,254"
1/18/23,"22,755"
1/19/23,"22,915"
1/20/23,"20,272"
1/21/23,"17,236"
1/22/23,"14,056"
1/23/23,"20,458"
1/24/23,"23,567"
1/25/23,"20,321"
1/26/23,"22,319"
1/27/23,"21,288"
1/28/23,"17,475"
1/29/23,"14,276"
1/30/23,"22,557"
1/31/23,"25,322"
2/1/23,"22,585"
2/2/23,"25,034"
2/3/23,"22,559"
2/4/23,"20,058"
2/5/23,"17,685"
2/6/23,"23,252"
2/7/23,"24,642"
2/8/23,"24,594"
2/9/23,"25,102"
2/10/23,"22,001"
2/11/23,"18,973"
2/12/23,"16,234"
2/13/23,"23,135"
2/14/23,"24,692"
2/15/23,"24,962"
2/16/23,"24,128"
2/17/23,"22,381"
2/18/23,"18,352"
2/19/23,"18,961"
2/20/23,"23,158"
2/21/23,"25,505"
2/22/23,"21,067"
2/23/23,"24,275"
2/24/23,"21,713"
2/25/23,"17,754"
2/26/23,"14,344"
2/27/23,"21,973"
2/28/23,"24,206"
3/1/23,"24,590"
3/2/23,"25,076"
3/3/23,"21,714"
3/4/23,"17,136"
3/5/23,"13,536"
3/6/23,"18,509"
3/7/23,"22,692"
3/8/23,"12,930"
3/9/23,"16,466"
3/10/23,"16,908"
3/11/23,"16,110"
3/12/23,"15,161"
3/13/23,"20,996"
3/14/23,"22,602"
3/15/23,"35,319"
3/16/23,"25,403"
3/17/23,"20,555"
3/18/23,"17,470"
3/19/23,"16,549"
3/20/23,"21,543"
3/21/23,"26,474"
3/22/23,"24,920"
3/23/23,"22,781"
3/24/23,"19,171"
3/25/23,"20,778"
3/26/23,"11,915"
3/27/23,"24,102"
3/28/23,"19,949"
3/29/23,"22,309"
3/30/23,"24,147"
3/31/23,"12,794"
4/1/23,"17,964"
4/2/23,"17,095"
4/3/23,"23,224"
4/4/23,"27,231"
4/5/23,"22,420"
4/6/23,"19,418"
4/7/23,"20,576"
4/8/23,"19,223"
4/9/23,"18,747"
4/10/23,"9,934"
4/11/23,"17,631"
4/12/23,"20,210"
4/13/23,"24,677"
4/14/23,"17,135"
4/15/23,"20,678"
4/16/23,"19,581"
4/17/23,"25,688"
4/18/23,"26,225"
4/19/23,"28,238"
4/20/23,"25,061"
4/21/23,"21,039"
4/22/23,"23,052"
4/23/23,"14,472"
4/24/23,"18,532"
4/25/23,"27,531"
4/26/23,"27,130"
4/27/23,"20,535"
4/28/23,"24,240"
4/29/23,"26,845"
4/30/23,"22,567"
5/1/23,"21,842"
5/2/23,"27,325"
5/3/23,"29,881"
5/4/23,"29,177"
5/5/23,"25,198"
