Entity,Code,Year,Gini coefficient (2021 prices),World regions according to OWID
Sweden,SWE,2021,0.29765344,
Sweden,SWE,2022,0.3160836,
Sweden,SWE,2023,0.2927833,Europe
Switzerland,CHE,1982,0.36005235,
Switzerland,CHE,1992,0.3385482,
Switzerland,CHE,2000,0.33431056,
Switzerland,CHE,2002,0.31686732,
Switzerland,CHE,2004,0.31564513,
Switzerland,CHE,2006,0.33918807,
Switzerland,CHE,2007,0.34255534,
Switzerland,CHE,2008,0.337947,
Switzerland,CHE,2009,0.32855856,
Switzerland,CHE,2010,0.3255303,
Switzerland,CHE,2011,0.3171362,
Switzerland,CHE,2012,0.31567127,
Switzerland,CHE,2013,0.3246219,
Switzerland,CHE,2014,0.3252566,
Switzerland,CHE,2015,0.32306957,
Switzerland,CHE,2016,0.33042452,
Switzerland,CHE,2017,0.32676333,
Switzerland,CHE,2018,0.3314104,
Switzerland,CHE,2019,0.3399834,
Switzerland,CHE,2020,0.33737928,
Switzerland,CHE,2021,0.33824313,
Switzerland,CHE,2022,0.33795178,
Switzerland,CHE,2023,,Europe
Syria,SYR,1996,0.3516938,
Syria,SYR,2003,0.37514603,
Syria,SYR,2006,0.4014725,
Syria,SYR,2009,0.40394777,
Syria,SYR,2022,0.26628074,
Syria,SYR,2023,,Asia
Taiwan,TWN,1981,0.29969484,
Taiwan,TWN,1986,0.29707956,
Taiwan,TWN,1991,0.29967803,
Taiwan,TWN,1995,0.3132383,
Taiwan,TWN,1997,0.30822107,
Taiwan,TWN,2000,0.31111476,
Taiwan,TWN,2005,0.32179585,
Taiwan,TWN,2007,0.32124567,
Taiwan,TWN,2010,0.33213326,
Taiwan,TWN,2013,0.32487386,
Taiwan,TWN,2016,0.31448635,
Taiwan,TWN,2017,0.31754693,
Taiwan,TWN,2018,0.31633675,
Taiwan,TWN,2019,0.3119192,
Taiwan,TWN,2020,0.31231022,
Taiwan,TWN,2021,0.31566375,
Taiwan,TWN,2023,,Asia
Tajikistan,TJK,1999,0.29532436,
Tajikistan,TJK,2003,0.32719448,
Tajikistan,TJK,2004,0.3360195,
Tajikistan,TJK,2007,0.32180318,
Tajikistan,TJK,2009,0.30774954,
Tajikistan,TJK,2015,0.33995536,
Tajikistan,TJK,2021,0.32379097,
Tajikistan,TJK,2022,0.39492399,
Tajikistan,TJK,2023,0.38034558,Asia
Tajikistan,TJK,2024,0.36108002,
Tanzania,TZA,1991,0.35280752,
Tanzania,TZA,2000,0.37281972,
Tanzania,TZA,2007,0.4027778,
Tanzania,TZA,2011,0.3778315,
Tanzania,TZA,2018,0.4049123,
Tanzania,TZA,2023,,Africa
Thailand,THA,1981,0.4521682,
Thailand,THA,1988,0.43838593,
Thailand,THA,1990,0.45265648,
Thailand,THA,1992,0.47857958,
Thailand,THA,1994,0.43470213,
Thailand,THA,1996,0.42904922,
Thailand,THA,1998,0.41455793,
Thailand,THA,1999,0.43091586,
Thailand,THA,2000,0.42833668,
Thailand,THA,2002,0.41944495,
Thailand,THA,2004,0.42540312,
Thailand,THA,2006,0.41819033,
Thailand,THA,2007,0.39761516,
Thailand,THA,2008,0.40288273,
Thailand,THA,2009,0.39601263,
Thailand,THA,2010,0.3940277,
Thailand,THA,2011,0.37459034,
Thailand,THA,2012,0.39256668,
Thailand,THA,2013,0.37847108,
Thailand,THA,2014,0.37032664,
Thailand,THA,2015,0.35987332,
Thailand,THA,2016,0.36691424,
Thailand,THA,2017,0.36382803,
Thailand,THA,2018,0.36412174,
Thailand,THA,2019,0.34855723,
Thailand,THA,2020,0.34985816,
Thailand,THA,2021,0.34923872,
Thailand,THA,2022,0.34297076,
Thailand,THA,2023,0.3349489,Asia
Togo,TGO,2006,0.42212275,
Togo,TGO,2011,0.46015006,
Togo,TGO,2015,0.43028906,
Togo,TGO,2018,0.42534238,
Togo,TGO,2021,0.37858006,
Togo,TGO,2023,,Africa
Tokelau,TKL,2023,,Oceania
Tonga,TON,2000,0.37690175,
Tonga,TON,2009,0.3749649,
Tonga,TON,2015,0.33521304,
Tonga,TON,2021,0.27095765,
Tonga,TON,2023,,Oceania
Trinidad and Tobago,TTO,1988,0.4260131,
Trinidad and Tobago,TTO,1992,0.40185452,
Trinidad and Tobago,TTO,2023,,North America
Tunisia,TUN,1985,0.4343376,
Tunisia,TUN,1990,0.40102237,
Tunisia,TUN,1995,0.41657296,
Tunisia,TUN,2000,0.40809476,
Tunisia,TUN,2005,0.37733382,
Tunisia,TUN,2010,0.38466486,
Tunisia,TUN,2015,0.32815883,
Tunisia,TUN,2021,0.33716425,
Tunisia,TUN,2023,,Africa
Turkey,TUR,1987,0.4103413,
Turkey,TUR,1994,0.413152,
Turkey,TUR,2002,0.41396376,
Turkey,TUR,2003,0.42184338,
Turkey,TUR,2004,0.4128751,
Turkey,TUR,2005,0.42614657,
Turkey,TUR,2006,0.39647412,
Turkey,TUR,2007,0.384428,
Turkey,TUR,2008,0.3902054,
Turkey,TUR,2009,0.3896531,
Turkey,TUR,2010,0.3878508,
Turkey,TUR,2011,0.40039355,
Turkey,TUR,2012,0.40168938,
Turkey,TUR,2013,0.401785,
Turkey,TUR,2014,0.41236562,
Turkey,TUR,2015,0.42854458,
Turkey,TUR,2016,0.41873705,
Turkey,TUR,2017,0.43531725,
Turkey,TUR,2018,0.42441425,
Turkey,TUR,2019,0.438338,
Turkey,TUR,2020,0.4304501,
Turkey,TUR,2021,0.44364828,
Turkey,TUR,2022,0.44467676,
Turkey,TUR,2023,,Asia
Turkmenistan,TKM,1998,0.40806928,
Turkmenistan,TKM,2023,,Asia
Turks and Caicos Islands,TCA,2023,,North America
Tuvalu,TUV,2010,0.39139032,
Tuvalu,TUV,2023,,Oceania
USSR,OWID_USS,2023,,Europe
Uganda,UGA,1989,0.44362718,
Uganda,UGA,1992,0.41420978,
Uganda,UGA,1996,0.39042342,
Uganda,UGA,1999,0.42991972,
Uganda,UGA,2002,0.45167553,
Uganda,UGA,2005,0.42944133,
Uganda,UGA,2009,0.44189683,
Uganda,UGA,2012,0.4100934,
Uganda,UGA,2016,0.4275336,
Uganda,UGA,2019,0.42702177,
Uganda,UGA,2023,,Africa
Ukraine,UKR,1992,0.29708833,
Ukraine,UKR,1993,0.28926983,
Ukraine,UKR,1995,0.39231017,
Ukraine,UKR,1996,0.35153478,
Ukraine,UKR,2002,0.29045695,
Ukraine,UKR,2003,0.28664893,
Ukraine,UKR,2004,0.28934017,
Ukraine,UKR,2005,0.29020715,
Ukraine,UKR,2006,0.29794392,
Ukraine,UKR,2007,0.27012688,
Ukraine,UKR,2008,0.2663823,
Ukraine,UKR,2009,0.25316665,
Ukraine,UKR,2010,0.24818976,
Ukraine,UKR,2011,0.24551843,
Ukraine,UKR,2012,0.24740657,
Ukraine,UKR,2013,0.24554986,
Ukraine,UKR,2014,0.24025366,
Ukraine,UKR,2015,0.2545754,
Ukraine,UKR,2016,0.25002202,
Ukraine,UKR,2017,0.26049048,
Ukraine,UKR,2018,0.26071486,
Ukraine,UKR,2019,0.26619467,
Ukraine,UKR,2020,0.25627363,
Ukraine,UKR,2023,,Europe
United Arab Emirates,ARE,2013,0.3251042,
United Arab Emirates,ARE,2018,0.26399004,
United Arab Emirates,ARE,2023,,Asia
United Kingdom,GBR,1968,0.2684166,
United Kingdom,GBR,1969,0.27904898,
United Kingdom,GBR,1970,0.27964503,
United Kingdom,GBR,1971,0.2929356,
United Kingdom,GBR,1972,0.28776282,
United Kingdom,GBR,1973,0.2881038,
United Kingdom,GBR,1974,0.28957152,
United Kingdom,GBR,1975,0.27880856,
United Kingdom,GBR,1976,0.27589646,
United Kingdom,GBR,1977,0.27141878,
United Kingdom,GBR,1978,0.2723537,
United Kingdom,GBR,1979,0.2743262,
United Kingdom,GBR,1980,0.28477892,
United Kingdom,GBR,1981,0.2968705,
United Kingdom,GBR,1982,0.29903,
United Kingdom,GBR,1983,0.29786685,
United Kingdom,GBR,1984,0.29166204,
United Kingdom,GBR,1985,0.30419374,
United Kingdom,GBR,1986,0.31919184,
United Kingdom,GBR,1987,0.3385342,
United Kingdom,GBR,1988,0.34272873,
United Kingdom,GBR,1989,0.33354205,
United Kingdom,GBR,1990,0.3574197,
United Kingdom,GBR,1991,0.34962818,
United Kingdom,GBR,1992,0.34955472,
United Kingdom,GBR,1993,0.3507596,
United Kingdom,GBR,1994,0.35978922,
United Kingdom,GBR,1995,0.3551664,
United Kingdom,GBR,1996,0.3529524,
United Kingdom,GBR,1997,0.35735163,
United Kingdom,GBR,1998,0.36621472,
United Kingdom,GBR,1999,0.3678378,
United Kingdom,GBR,2000,0.38848642,
United Kingdom,GBR,2001,0.37086216,
United Kingdom,GBR,2002,0.35146394,
United Kingdom,GBR,2003,0.34856063,
United Kingdom,GBR,2004,0.34834158,
United Kingdom,GBR,2005,0.35485032,
United Kingdom,GBR,2006,0.35879987,
United Kingdom,GBR,2007,0.34413147,
United Kingdom,GBR,2008,0.35445124,
United Kingdom,GBR,2009,0.35137364,
United Kingdom,GBR,2010,0.337056,
United Kingdom,GBR,2011,0.33191085,
United Kingdom,GBR,2012,0.33090645,
United Kingdom,GBR,2013,0.32699567,
United Kingdom,GBR,2014,0.3314094,
United Kingdom,GBR,2015,0.33311963,
United Kingdom,GBR,2016,0.33109328,
United Kingdom,GBR,2017,0.32608232,
United Kingdom,GBR,2018,0.33689803,
United Kingdom,GBR,2019,0.32824185,
United Kingdom,GBR,2020,0.32644576,
United Kingdom,GBR,2021,0.32414633,
United Kingdom,GBR,2023,,Europe
United States,USA,1963,0.36726266,
United States,USA,1964,0.37374026,
United States,USA,1965,0.36825225,
United States,USA,1966,0.3709646,
United States,USA,1967,0.36886302,
United States,USA,1968,0.36326066,
United States,USA,1969,0.3601449,
United States,USA,1970,0.3659216,
United States,USA,1971,0.36917382,
United States,USA,1972,0.366613,
United States,USA,1973,0.36112753,
United States,USA,1974,0.35476547,
United States,USA,1975,0.35648388,
United States,USA,1976,0.3556052,
United States,USA,1977,0.35504323,
United States,USA,1978,0.34790006,
United States,USA,1979,0.34758875,
United States,USA,1980,0.34716898,
United States,USA,1981,0.3548752,
United States,USA,1982,0.3666041,
United States,USA,1983,0.37291998,
United States,USA,1984,0.37344322,
United States,USA,1985,0.37640655,
United States,USA,1986,0.37556332,
United States,USA,1987,0.371961,
United States,USA,1988,0.37705073,
United States,USA,1989,0.38237947,
United States,USA,1990,0.38262486,
United States,USA,1991,0.38044837,
United States,USA,1992,0.38372794,
United States,USA,1993,0.40363088,
United States,USA,1994,0.3998538,
United States,USA,1995,0.39853597,
United States,USA,1996,0.40308315,
United States,USA,1997,0.40524122,
United States,USA,1998,0.3995175,
United States,USA,1999,0.3998439,
United States,USA,2000,0.4013887,
United States,USA,2001,0.40594274,
United States,USA,2002,0.40352023,
United States,USA,2003,0.4077004,
United States,USA,2004,0.4054555,
United States,USA,2005,0.41260278,
United States,USA,2006,0.41693398,
United States,USA,2007,0.41088763,
United States,USA,2008,0.41092274,
United States,USA,2009,0.40849945,
United States,USA,2010,0.40241358,
United States,USA,2011,0.41163278,
United States,USA,2012,0.41155744,
United States,USA,2013,0.4087145,
United States,USA,2014,0.4173704,
United States,USA,2015,0.41455927,
United States,USA,2016,0.4133007,
United States,USA,2017,0.4138584,
United States,USA,2018,0.417826,
United States,USA,2019,0.4190184,
United States,USA,2020,0.40001062,
United States,USA,2021,0.3969645,
United States,USA,2022,0.416991,
United States,USA,2023,0.41818878,North America
United States Virgin Islands,VIR,2023,,North America
Uruguay,URY,2006,0.4594138,
Uruguay,URY,2007,0.46404767,
Uruguay,URY,2008,0.45081532,
Uruguay,URY,2009,0.4554152,
Uruguay,URY,2010,0.4447481,
Uruguay,URY,2011,0.42175147,
Uruguay,URY,2012,0.39900434,
Uruguay,URY,2013,0.40450794,
Uruguay,URY,2014,0.40110943,
Uruguay,URY,2015,0.401286,
Uruguay,URY,2016,0.39695355,
Uruguay,URY,2017,0.3946439,
Uruguay,URY,2018,0.3968712,
Uruguay,URY,2019,0.39676315,
Uruguay,URY,2020,0.40155625,
Uruguay,URY,2021,0.4077686,
Uruguay,URY,2022,0.40551695,
Uruguay,URY,2023,0.40867537,South America
Uruguay,URY,2024,0.39984146,
Uruguay (urban),,1981,0.43645427,
Uruguay (urban),,1989,0.42369074,
Uruguay (urban),,1992,0.41468036,
Uruguay (urban),,1995,0.4092634,
Uruguay (urban),,1996,0.40751222,
Uruguay (urban),,1997,0.4145671,
Uruguay (urban),,1998,0.42482242,
Uruguay (urban),,2000,0.43366617,
Uruguay (urban),,2001,0.45007667,
Uruguay (urban),,2002,0.4554421,
Uruguay (urban),,2003,0.45033693,
Uruguay (urban),,2004,0.4588095,
Uruguay (urban),,2005,0.44727567,
Uzbekistan,UZB,2021,0.32891142,
Uzbekistan,UZB,2022,0.31184828,
Uzbekistan,UZB,2023,0.34538773,Asia
Uzbekistan,UZB,2024,0.34563366,
Vanuatu,VUT,2010,0.37351298,
Vanuatu,VUT,2019,0.32317576,
Vanuatu,VUT,2023,,Oceania
Vatican,VAT,2023,,Europe
Venezuela,VEN,1981,0.5560985,
Venezuela,VEN,1987,0.5344797,
Venezuela,VEN,1989,0.437755,
Venezuela,VEN,1992,0.4206128,
Venezuela,VEN,1995,0.47166613,
Venezuela,VEN,1998,0.47998744,
Venezuela,VEN,1999,0.47698405,
Venezuela,VEN,2001,0.47170475,
Venezuela,VEN,2002,0.48877847,
Venezuela,VEN,2003,0.47906187,
Venezuela,VEN,2004,0.47316486,
Venezuela,VEN,2005,0.49316522,
Venezuela,VEN,2006,0.44698364,
Venezuela,VEN,2023,,South America
Vietnam,VNM,1992,0.35654193,
Vietnam,VNM,1997,0.35442206,
Vietnam,VNM,2002,0.37029624,
Vietnam,VNM,2004,0.36785832,
Vietnam,VNM,2006,0.35788617,
Vietnam,VNM,2008,0.35570312,
Vietnam,VNM,2010,0.39252725,
Vietnam,VNM,2012,0.35645887,
Vietnam,VNM,2014,0.34755376,
Vietnam,VNM,2016,0.3526674,
Vietnam,VNM,2018,0.35715547,
Vietnam,VNM,2020,0.36790165,
Vietnam,VNM,2022,0.36093006,
Vietnam,VNM,2023,,Asia
Wallis and Futuna,WLF,2023,,Oceania
West Germany,OWID_GFR,2023,,Europe
Western Sahara,ESH,2023,,Africa
Yemen,YEM,1998,0.34997785,
Yemen,YEM,2005,0.34732336,
Yemen,YEM,2014,0.36707094,
Yemen,YEM,2023,,Asia
Yemen Arab Republic,OWID_YAR,2023,,Asia
Yemen People's Republic,OWID_YPR,2023,,Asia
Yugoslavia,OWID_YGS,2023,,Europe
Zambia,ZMB,1991,0.59420234,
Zambia,ZMB,1993,0.52553844,
Zambia,ZMB,1996,0.48328558,
Zambia,ZMB,1998,0.4912264,
Zambia,ZMB,2002,0.42058727,
Zambia,ZMB,2004,0.5426552,
Zambia,ZMB,2006,0.54571337,
Zambia,ZMB,2010,0.520122,
Zambia,ZMB,2015,0.5584075,
Zambia,ZMB,2022,0.5148495,
Zambia,ZMB,2023,,Africa
Zimbabwe,ZWE,2011,0.43153575,
Zimbabwe,ZWE,2017,0.44337082,
Zimbabwe,ZWE,2019,0.5025645,
Zimbabwe,ZWE,2023,,Africa
