storeNumber,opening_times
29444-253767,5:00:00
75236-94258,7:30:00
9952-98988,5:00:00
76539-99841,8:00:00
27232-242180,5:30:00
1797-153445,7:00:00
15289-156384,9:00:00
15322-160026,6:00:00
48643-264525,6:00:00
19037-198124,6:00:00
25644-241749,6:00:00
15337-156229,6:30:00
26449-236807,6:30:00
24264-236806,0:00:00
22328-202165,7:00:00
16496-171973,6:30:00
32359-136499,10:30:00
2037-136505,9:00:00
24235-220827,7:00:00
2095-142848,6:00:00
47081-256708,6:00:00
27611-248111,8:00:00
23210-228524,7:30:00
15264-159105,6:00:00
48410-244257,6:00:00
21304-210707,6:00:00
53268-284546,6:00:00
14911-154568,7:00:00
7014-152669,8:00:00
51746-279250,9:00:00
52902-260266,7:00:00
18443-176185,7:00:00
58824-293082,7:00:00
51822-254466,8:30:00
50938-276109,7:30:00
2126-137171,10:00:00
15363-154846,7:00:00
23585-231431,5:30:00
5737-5556,5:00:00
5679-1997,4:30:00
6860-82126,5:00:00
22277-219384,5:30:00
526-470,5:00:00
74848-94840,6:00:00
553-495,5:00:00
20531-181284,5:00:00
24502-238007,4:30:00
24716-237010,5:00:00
74501-25652,6:00:00
5914-37819,5:00:00
53243-284366,7:30:00
17700-185544,7:00:00
15117-157766,7:00:00
53493-285681,7:00:00
62108-296684,7:30:00
23083-212206,7:00:00
61689-296133,7:00:00
59777-294120,7:30:00
26729-241629,7:00:00
59084-293263,7:00:00
29274-252605,7:00:00
32224-123404,7:00:00
29363-252545,7:00:00
56835-290807,7:00:00
19484-197485,7:00:00
49295-267846,7:00:00
5064-146225,7:00:00
22762-223944,7:00:00
18648-192904,7:00:00
53544-285742,7:00:00
52647-282375,7:00:00
50863-276174,10:00:00
27613-247587,7:00:00
16093-168244,7:00:00
21222-209768,7:00:00
20006-202004,7:00:00
48604-264004,8:00:00
18797-186788,7:00:00
17476-182369,7:00:00
61313-294043,7:00:00
52958-280187,7:00:00
60155-294441,7:00:00
32409-266947,8:00:00
61858-295777,7:00:00
48605-264005,7:00:00
61152-295501,7:00:00
15326-157864,7:00:00
52603-275005,7:00:00
65897-299905,7:30:00
59547-293783,10:00:00
63991-298736,7:00:00
15277-154127,7:00:00
49645-268447,7:00:00
32444-132545,7:00:00
18824-195484,7:00:00
31121-105082,10:00:00
29427-253664,8:00:00
32302-273735,8:00:00
19339-201107,7:30:00
18759-195084,7:30:00
3528-143666,7:30:00
15497-258344,7:00:00
17866-186926,9:00:00
21724-214545,8:30:00
29822-255585,8:00:00
48669-264344,8:00:00
49649-270181,7:30:00
22175-217086,7:30:00
27029-245950,7:00:00
35806-95995,7:00:00
63557-298234,7:30:00
32415-135271,7:00:00
74126-25648,5:00:00
5731-3176,5:00:00
14730-117770,4:00:00
66652-301223,7:30:00
32286-129644,6:30:00
57264-291344,9:30:00
20273-204607,9:30:00
15415-161248,7:00:00
65783-300291,8:00:00
50066-272731,7:00:00
50069-272730,7:30:00
47634-258994,8:00:00
56842-290848,7:30:00
49454-269524,7:00:00
47621-259047,7:30:00
20563-206674,8:00:00
54399-286673,8:00:00
20204-204149,7:30:00
29736-254964,7:30:00
59682-293928,7:00:00
28711-250727,7:00:00
64708-298888,10:00:00
64709-298889,7:30:00
48321-262807,7:00:00
28965-251926,10:00:00
29526-253846,10:00:00
65727-300185,7:30:00
28967-251927,8:00:00
26680-245006,8:00:00
47891-258995,8:00:00
60801-295172,7:30:00
55572-288958,7:30:00
23992-234327,8:00:00
63348-297986,8:00:00
65684-300184,8:00:00
47157-253848,8:00:00
54818-288552,7:30:00
59641-293914,7:00:00
18427-186326,7:30:00
51778-279073,8:00:00
60897-295253,7:30:00
53653-285911,6:00:00
48060-261364,7:30:00
66986-301678,8:00:00
63504-298133,8:00:00
55313-289167,8:00:00
17821-186327,7:00:00
61837-295970,8:00:00
51444-278266,8:00:00
65603-300053,7:30:00
21417-212565,8:00:00
24123-235264,8:00:00
62416-295848,7:30:00
54118-286376,8:00:00
56190-290101,8:00:00
56468-290099,7:30:00
26751-245224,8:00:00
58543-292742,7:30:00
54467-286699,9:00:00
62244-296860,8:00:00
3772-151706,6:00:00
26037-230225,6:00:00
15733-163524,5:30:00
4066-140765,9:00:00
57315-285977,7:00:00
4067-140782,6:00:00
4064-140743,6:00:00
61239-295375,6:00:00
72385-5765,6:00:00
78011-108786,4:00:00
62678-296985,7:00:00
47571-258824,6:30:00
4111-142224,6:30:00
4068-237114,8:30:00
6021-146644,6:30:00
25787-242504,6:00:00
10315-184764,6:30:00
4057-140779,6:00:00
62617-294099,7:30:00
18965-184544,6:30:00
25622-241864,6:00:00
4069-276438,8:00:00
23595-222908,7:00:00
4065-140744,6:30:00
23511-230865,6:00:00
29743-255126,6:30:00
4056-140777,6:30:00
56660-290564,6:00:00
27452-205944,6:30:00
4063-140741,6:30:00
25781-236244,8:00:00
4059-288415,6:30:00
47948-256355,6:30:00
16435-170964,7:00:00
29742-255124,6:30:00
23240-219044,6:30:00
4053-140734,7:00:00
56490-290343,6:00:00
62033-295118,7:00:00
67029-299291,6:30:00
4073-140749,7:00:00
65587-300003,8:00:00
18198-174465,6:00:00
63880-298600,6:00:00
21120-209165,9:00:00
4072-140746,6:00:00
30728-100887,6:30:00
20362-204986,8:00:00
32215-286637,7:00:00
33208-11680,7:00:00
33219-16014,7:00:00
24489-238169,6:00:00
32726-140373,7:00:00
51429-275115,6:30:00
24686-238751,10:00:00
57923-292072,7:00:00
20849-208627,6:30:00
54026-286282,7:00:00
29470-253988,7:00:00
20191-204184,7:00:00
47208-257392,8:00:00
18184-278729,8:00:00
1388-139364,7:00:00
15311-160112,7:00:00
57055-291080,8:30:00
56992-290986,7:30:00
54191-285652,8:00:00
53711-284968,7:00:00
61557-294630,10:00:00
22674-223005,8:30:00
24729-238712,7:30:00
58458-292658,8:30:00
23473-217405,7:30:00
54067-286313,7:00:00
60187-294495,8:00:00
52780-282731,8:00:00
52057-280607,7:00:00
55576-289163,7:30:00
65968-300290,8:00:00
55065-288852,7:30:00
27988-249441,7:30:00
55068-288853,8:00:00
17166-170814,7:00:00
27747-248506,8:00:00
25890-242826,7:00:00
56668-290595,7:00:00
21817-215487,7:30:00
57438-291536,8:00:00
25560-241304,7:30:00
24904-239090,7:00:00
24145-235889,7:00:00
27589-247725,7:00:00
29107-252484,7:00:00
35060-98937,7:30:00
58986-291415,8:00:00
51943-279806,7:30:00
64639-298805,7:00:00
23773-231884,7:30:00
52548-281885,7:00:00
52546-281884,8:00:00
51225-277706,7:00:00
49701-270867,7:30:00
48771-265076,7:00:00
26873-245904,6:30:00
56319-290221,7:00:00
25732-242164,6:30:00
49453-269526,7:00:00
51217-277627,7:00:00
19982-202487,7:00:00
17789-184384,7:30:00
48360-263169,7:30:00
18070-183587,7:30:00
27746-248508,7:30:00
18035-161564,7:30:00
18644-193766,10:00:00
18037-161565,7:30:00
15447-161566,7:30:00
18036-161706,7:30:00
53458-285632,7:30:00
17606-183628,7:30:00
48251-261927,7:30:00
59152-293362,7:30:00
56807-290776,7:30:00
63163-297812,7:30:00
19437-182724,7:30:00
55820-289725,7:30:00
63563-298228,8:00:00
23757-230964,7:30:00
49961-267966,7:30:00
22465-215704,7:30:00
59080-293254,7:30:00
61795-295572,8:00:00
16591-165384,7:30:00
22082-206864,7:30:00
58253-292183,7:30:00
23569-230024,7:30:00
16363-170809,7:30:00
50122-267255,7:30:00
66486-301060,10:00:00
62634-297119,8:00:00
62635-297120,7:30:00
25137-239631,10:00:00
18004-186789,7:30:00
56806-290775,7:30:00
63164-297814,7:30:00
28911-248484,9:00:00
19509-188685,9:00:00
28913-249607,7:30:00
62633-297121,7:30:00
51804-279164,10:30:00
61558-295571,8:00:00
47930-256515,7:30:00
64845-299064,8:00:00
52956-283117,6:00:00
25639-241065,6:00:00
66818-301462,7:30:00
30924-160624,7:00:00
27695-243824,7:00:00
30939-102091,7:00:00
32481-134018,8:30:00
1666-136814,7:00:00
31752-107011,7:00:00
56433-290342,7:00:00
20572-206566,7:00:00
23081-211409,7:30:00
23080-211410,10:00:00
63549-297954,8:00:00
67372-302169,10:00:00
3658-145611,7:00:00
3611-145607,7:00:00
50316-274167,10:00:00
53297-284249,7:00:00
56333-290227,7:00:00
51158-277147,7:30:00
59977-294257,7:30:00
47170-254724,7:30:00
23232-227204,7:00:00
50236-273724,6:30:00
16266-161705,7:00:00
52871-283188,7:15:00
49901-269404,10:00:00
49567-270024,7:30:00
54657-288403,7:00:00
56515-290435,7:00:00
52667-282284,7:30:00
17474-175528,7:00:00
18805-188686,7:00:00
64693-298861,7:30:00
60895-295305,6:30:00
19375-199161,8:00:00
17913-186384,7:30:00
53479-285661,10:00:00
30938-102088,7:30:00
20570-206284,7:30:00
56546-289966,7:00:00
23306-226524,8:30:00
60154-294423,8:30:00
53476-285660,7:30:00
15903-166745,7:30:00
20576-206285,7:00:00
57654-291772,7:30:00
60095-294341,8:00:00
54561-286826,10:00:00
63327-297956,8:00:00
63797-298513,8:00:00
65373-299719,7:30:00
2733-265765,5:30:00
9711-98049,5:30:00
21634-213712,5:30:00
15516-156753,7:00:00
11880-106241,10:00:00
61902-295104,6:00:00
50884-193819,4:30:00
11776-105482,5:00:00
529-473,5:00:00
6861-83040,6:00:00
19522-186944,10:00:00
21116-209308,7:00:00
35064-97881,7:00:00
29577-250570,7:30:00
23329-229146,7:00:00
23843-233504,7:00:00
61225-295624,7:30:00
52309-281205,7:00:00
61885-296386,7:00:00
31636-107900,7:00:00
16024-167604,7:00:00
22693-223827,7:00:00
52215-280724,7:00:00
21629-213765,7:00:00
17705-185307,7:00:00
27423-247525,7:00:00
54273-286543,7:00:00
35052-96715,6:30:00
24421-223826,7:00:00
22407-213184,7:00:00
27339-247291,7:00:00
52644-282287,7:00:00
48756-265075,7:00:00
17298-177310,7:00:00
49386-268784,7:00:00
62103-296646,7:30:00
63499-298132,7:00:00
15375-152625,8:00:00
51508-267925,7:00:00
17791-185064,8:00:00
55238-289094,8:00:00
16419-170604,7:30:00
15541-162572,7:30:00
30737-100316,7:30:00
51038-276969,7:30:00
19395-201884,7:30:00
26852-245868,9:00:00
47381-258025,7:00:00
47366-256224,10:00:00
22699-223744,6:45:00
16713-174764,7:30:00
32369-235586,9:00:00
16992-176486,10:00:00
15640-159226,6:00:00
12061-10545,6:30:00
12385-82660,6:00:00
18674-194126,5:30:00
18677-194125,7:00:00
54019-286277,6:00:00
12373-78720,5:30:00
12280-59239,6:00:00
12198-38259,6:30:00
12404-85703,6:00:00
28836-251454,6:45:00
12022-10382,6:15:00
12751-140489,6:30:00
12376-78821,7:00:00
12639-101079,6:00:00
23578-231425,6:00:00
12101-11903,6:30:00
12021-10341,6:30:00
12122-11946,6:00:00
12644-102516,6:30:00
61159-294682,7:45:00
12058-10406,6:30:00
18146-188344,7:00:00
22891-225945,6:45:00
12164-25147,6:15:00
12165-19479,6:30:00
12808-140544,7:00:00
53809-286027,6:30:00
12712-105806,6:45:00
12291-47983,6:15:00
12005-10346,7:30:00
49661-270226,7:00:00
12068-11195,7:00:00
12040-10398,6:30:00
12278-55759,7:00:00
53451-285615,6:30:00
12353-74920,7:00:00
12424-88680,7:00:00
12295-62259,6:30:00
12663-103506,7:00:00
12194-16874,6:00:00
26205-243830,6:00:00
12071-10731,6:30:00
12283-55721,6:00:00
12650-102781,7:00:00
12223-38279,7:00:00
12809-96661,6:30:00
52598-282565,6:30:00
12406-85705,6:30:00
12420-88040,7:00:00
15465-147769,7:30:00
7331-918,6:00:00
6039-148584,7:00:00
32305-123984,6:30:00
21855-215548,6:30:00
53586-285816,8:00:00
32001-111204,6:00:00
55913-289785,8:00:00
51226-277426,7:15:00
60371-294631,8:00:00
64812-299006,7:30:00
32587-137421,7:00:00
31327-169944,7:00:00
47663-258605,7:00:00
29751-254645,7:00:00
18431-190445,7:00:00
58960-293211,7:00:00
29890-254986,7:30:00
32090-126404,7:30:00
57394-291503,7:00:00
21399-211404,7:00:00
17287-176017,7:00:00
63329-297943,7:00:00
56781-290729,7:00:00
50036-272387,7:00:00
50918-276584,7:00:00
53419-284844,7:00:00
62063-296607,7:00:00
63711-298421,10:00:00
57128-291151,7:30:00
54797-288524,7:30:00
58931-293044,7:00:00
58054-292188,7:00:00
27416-247365,8:00:00
67303-302086,8:00:00
59357-293584,7:00:00
63913-298628,7:00:00
15242-159106,8:00:00
19707-200645,8:00:00
15377-160113,7:00:00
24618-238347,7:00:00
66153-300639,7:00:00
49258-267909,6:30:00
65525-299966,8:00:00
66799-300643,8:00:00
18526-187327,7:00:00
51477-278393,7:00:00
54987-288783,7:00:00
49872-271627,7:00:00
28952-247285,7:00:00
48772-265078,7:00:00
35033-93416,7:00:00
63782-298161,7:30:00
59766-294108,7:00:00
31690-101042,7:00:00
23442-230166,7:00:00
26384-223007,7:00:00
52802-283164,7:00:00
47419-258206,7:30:00
19928-203185,7:00:00
63690-298384,7:00:00
64713-298893,7:00:00
31123-104243,7:00:00
16076-166324,7:30:00
49597-270148,8:00:00
67144-301894,7:00:00
53841-286075,7:00:00
18986-189905,6:30:00
65579-300035,7:00:00
32623-134944,7:00:00
61809-296206,7:00:00
48041-258225,7:00:00
55250-289108,7:00:00
47545-258565,7:00:00
53839-286072,7:00:00
32413-133605,7:00:00
49596-270147,7:30:00
67674-302506,8:00:00
27987-249465,7:00:00
16657-174184,7:30:00
63527-298174,7:30:00
49455-269525,7:30:00
49160-267364,7:00:00
17168-171924,7:30:00
55887-289748,8:00:00
60874-295295,8:00:00
56400-290298,7:00:00
61382-295794,8:00:00
15378-156710,7:00:00
57370-290539,8:30:00
17632-183987,10:00:00
8167-151486,7:00:00
19564-201145,7:30:00
17249-180445,7:00:00
65845-299305,8:00:00
18811-179284,9:30:00
16670-174344,7:00:00
63346-297975,8:00:00
24439-236127,8:00:00
55471-289364,8:00:00
57006-290540,7:30:00
54023-285697,8:30:00
57721-290538,8:00:00
58625-292856,7:30:00
58626-292858,7:30:00
65784-300288,8:30:00
58514-290541,8:00:00
20964-208425,7:00:00
23013-219965,7:15:00
51622-278448,8:00:00
29401-249526,8:30:00
66207-300710,8:30:00
56675-286018,7:30:00
20435-205344,7:30:00
27943-248748,8:30:00
57137-291141,7:00:00
23568-229104,7:00:00
54120-286377,8:00:00
26343-242404,7:30:00
24548-236920,8:30:00
23226-222244,7:30:00
63747-298485,8:00:00
15422-161324,8:00:00
33959-98940,8:30:00
23233-228626,8:00:00
33952-96324,8:00:00
31519-108182,10:00:00
33924-75120,7:30:00
7028-254567,7:00:00
32160-266893,10:00:00
76606-101463,8:00:00
54329-286222,7:00:00
48242-261925,7:00:00
24436-232244,7:00:00
17441-181732,7:00:00
32648-134423,7:00:00
62758-296637,7:00:00
59773-294071,7:00:00
50101-272644,7:00:00
26559-244388,0:00:00
33742-95037,6:30:00
31445-107044,7:00:00
3831-153478,9:00:00
28848-249608,7:30:00
18607-191911,7:30:00
56470-290400,7:30:00
64720-298798,7:30:00
66886-301561,7:30:00
61038-295433,9:00:00
65217-299162,7:30:00
53911-286146,7:30:00
60992-295362,7:30:00
58926-292016,8:00:00
55279-289110,7:30:00
15587-155544,5:30:00
8106-95474,4:30:00
16676-158184,5:30:00
7393-1367,5:30:00
9467-97021,5:30:00
72573-104042,6:00:00
7203-550,5:30:00
7246-553,5:30:00
49952-271946,5:30:00
53313-284727,7:30:00
75645-74740,7:00:00
19549-197684,5:00:00
13468-107637,5:30:00
2373-5584,0:00:00
2484-26088,5:30:00
28778-239046,6:30:00
65456-298190,5:30:00
27531-244692,7:00:00
25092-239066,5:30:00
15544-94698,6:00:00
79364-102108,6:00:00
3224-293071,4:00:00
13461-107107,4:30:00
65772-289831,5:00:00
8495-41081,5:30:00
59759-293847,6:00:00
2851-92703,5:30:00
7681-16774,5:30:00
49579-267874,7:00:00
61372-292482,5:30:00
24813-238368,5:00:00
29464-253164,6:00:00
47588-258973,6:00:00
9625-95615,4:30:00
2823-95248,4:30:00
76744-106253,8:00:00
53804-284825,4:30:00
6940-83521,5:00:00
17852-181644,6:30:00
5453-238624,5:00:00
2568-42919,5:00:00
48855-248984,5:00:00
72625-32659,7:00:00
2741-84840,5:30:00
56305-289761,5:30:00
65644-298018,7:00:00
9306-262466,5:00:00
7705-20440,5:30:00
7936-95790,5:30:00
7889-24827,5:30:00
56244-288808,8:00:00
25851-231664,7:30:00
7499-6006,6:00:00
54836-288337,6:00:00
10047-98475,5:00:00
76558-95722,8:00:00
15742-157884,5:30:00
57886-291300,5:30:00
20389-197044,6:30:00
20631-202184,5:30:00
72951-93896,7:00:00
21372-208604,5:00:00
56277-289227,8:00:00
62618-296203,6:00:00
58603-292821,7:00:00
16053-162785,4:30:00
11831-105609,5:00:00
14012-108037,5:00:00
9631-97208,5:00:00
6749-77840,5:30:00
21924-215008,5:00:00
5900-34619,5:00:00
636-353,5:00:00
6806-80621,5:30:00
63031-296176,8:00:00
49537-268664,5:00:00
73376-24127,6:00:00
14006-108031,5:00:00
61779-296066,5:00:00
670-430,4:30:00
21567-190564,6:00:00
56628-290090,5:00:00
73460-50619,6:00:00
73531-36439,6:00:00
16132-157726,8:00:00
6495-40141,4:30:00
5430-1338,5:30:00
56451-290147,5:30:00
5946-33519,5:00:00
9822-98195,5:00:00
13639-107399,5:00:00
57470-291379,8:00:00
6623-45299,5:00:00
6668-73301,5:30:00
76145-94075,8:00:00
48500-245267,7:00:00
23417-229008,8:00:00
52594-245073,7:30:00
9931-289259,5:00:00
10701-100897,5:30:00
21474-209104,7:00:00
79345-99903,6:00:00
10296-101022,5:00:00
76921-131710,8:00:00
79319-100223,6:00:00
9673-96586,5:30:00
55587-286082,5:00:00
74356-82124,6:00:00
2730-296576,5:00:00
2878-229425,5:00:00
76281-95746,8:00:00
56064-289442,5:00:00
58714-292240,5:00:00
10781-102255,5:00:00
76235-95030,8:00:00
21141-207105,5:00:00
54115-282426,5:00:00
9656-96913,5:00:00
59761-292494,6:00:00
2970-79142,5:30:00
54166-285004,6:00:00
29679-253030,5:30:00
53826-283825,5:30:00
76100-78182,7:00:00
54163-284287,6:00:00
66343-300832,5:00:00
75166-79081,7:00:00
75195-86301,6:30:00
6896-85040,5:00:00
1354-141273,6:30:00
5303-239447,4:00:00
6943-87804,5:30:00
72751-75860,6:00:00
72797-85477,6:30:00
9357-96357,7:00:00
8957-95481,5:00:00
76847-111565,8:00:00
18570-186547,6:00:00
59268-291177,6:00:00
11149-103894,5:00:00
76718-98048,8:00:00
72967-95582,6:00:00
56801-286328,7:00:00
24660-199284,7:30:00
9688-87481,5:00:00
23519-229264,4:30:00
6784-76568,4:30:00
23656-223244,6:00:00
74634-93766,6:00:00
5212-6949,5:30:00
52429-281387,8:00:00
16981-173324,5:00:00
8685-94424,5:00:00
9262-95265,5:30:00
79504-101843,5:00:00
74858-99550,6:00:00
9260-75007,5:00:00
11602-104087,5:30:00
26919-242407,10:00:00
9966-98955,5:00:00
72790-84341,6:00:00
50193-270016,6:00:00
16766-168744,5:00:00
8689-94259,5:00:00
59467-292644,7:00:00
24896-238034,6:00:00
61205-294466,7:00:00
10954-103245,5:00:00
10027-99461,5:00:00
59790-291220,8:00:00
52829-277024,6:00:00
47965-245484,7:45:00
57288-274904,7:30:00
24782-238365,5:30:00
22898-138022,7:00:00
10592-101638,5:30:00
50933-276619,5:30:00
17550-182784,8:00:00
10909-103009,5:00:00
61253-293950,5:30:00
8919-101851,5:30:00
25779-242182,6:00:00
9756-97757,5:00:00
11622-104197,7:00:00
76337-95376,8:00:00
28269-105735,7:00:00
3432-93756,5:30:00
26710-243205,7:00:00
27001-244984,7:00:00
6674-71062,5:30:00
564-506,4:30:00
48050-255988,4:30:00
9634-97432,5:00:00
29541-237436,5:00:00
16446-160287,5:00:00
5782-18036,5:00:00
9344-96327,5:00:00
543-487,4:30:00
74952-102355,5:00:00
73111-21388,6:00:00
79441-101503,6:00:00
61739-295506,5:00:00
6119-124224,7:00:00
74155-25928,6:00:00
6627-249384,5:00:00
13492-106900,5:00:00
11112-100727,5:00:00
2875-92974,5:00:00
24070-93498,6:00:00
59800-290911,8:00:00
74245-51679,6:00:00
20001-183945,4:30:00
19134-193664,6:30:00
15861-113264,6:00:00
49605-270088,5:00:00
74490-83226,6:00:00
6832-180504,4:30:00
75134-67140,7:30:00
11355-104291,5:00:00
49942-260967,6:00:00
61500-295669,5:00:00
72742-67560,6:00:00
63473-296507,5:00:00
74775-79469,6:00:00
23945-229009,7:30:00
47602-258967,6:00:00
9441-96685,5:30:00
76562-99399,8:00:00
14204-113852,5:30:00
50040-271866,8:00:00
79271-74428,6:30:00
58455-292627,6:00:00
21690-213064,8:00:00
53782-279106,5:00:00
48574-263524,4:30:00
24595-237150,7:00:00
5823-286185,4:30:00
76929-126184,7:00:00
23316-206410,4:30:00
17850-180364,4:30:00
56280-285832,7:00:00
216-1404,5:00:00
58362-292365,6:00:00
8717-94353,5:00:00
47585-259004,6:00:00
5965-174164,4:30:00
72874-93845,6:00:00
5118-143226,7:00:00
50369-274385,5:00:00
79317-98523,6:00:00
59476-290862,6:00:00
73709-103862,6:00:00
2799-91061,5:00:00
61424-295782,5:30:00
10526-101460,5:00:00
29624-254299,7:00:00
2869-88660,5:00:00
72884-93846,6:00:00
63060-297303,5:30:00
72972-93847,6:00:00
75646-87982,7:00:00
57219-289787,6:30:00
3839-147944,7:30:00
75182-82497,6:00:00
54881-285705,6:00:00
56905-290896,4:30:00
75435-100146,6:30:00
11069-103668,5:30:00
9892-97271,4:30:00
58910-293186,5:00:00
63196-297625,4:30:00
76462-90903,8:00:00
54246-286479,6:00:00
11818-105040,5:00:00
2870-92742,5:00:00
53266-284308,5:00:00
10211-99817,5:00:00
17746-178124,5:30:00
76881-121299,8:00:00
18985-190184,7:00:00
53857-286035,6:00:00
5707-8106,4:30:00
6444-44139,4:30:00
556-498,4:30:00
74606-80117,6:00:00
7925-95331,4:30:00
5457-290993,4:30:00
25611-241826,6:00:00
74503-25653,6:00:00
6561-40160,4:30:00
663-336,4:30:00
23600-231364,5:00:00
74566-79465,6:00:00
74622-25767,6:00:00
9633-9372,5:00:00
24581-235461,7:00:00
5704-6593,5:00:00
50482-275107,5:00:00
5074-148144,6:00:00
25973-140885,6:00:00
74496-96838,5:00:00
5364-906,5:30:00
5501-1685,7:00:00
74168-24430,5:30:00
5932-36159,4:30:00
11745-72996,3:30:00
76789-107986,7:00:00
6631-70920,5:00:00
74582-80045,5:00:00
5753-5557,4:30:00
5495-293707,5:00:00
9868-97941,5:00:00
76158-92528,8:00:00
9287-93608,4:30:00
24424-237885,5:00:00
51566-278427,5:00:00
6489-63002,4:30:00
74963-102363,6:00:00
76345-95379,8:00:00
10719-99626,5:00:00
65246-297226,5:00:00
48441-262665,5:00:00
18831-160285,5:00:00
11330-100944,5:00:00
9325-95933,5:00:00
56067-289496,5:00:00
28154-249225,5:00:00
49966-266425,4:30:00
8636-93711,4:30:00
5912-33779,4:30:00
14489-120945,4:30:00
50892-271285,8:00:00
6636-63839,5:00:00
74619-90569,6:00:00
26331-244067,4:30:00
7980-95491,4:00:00
51732-278804,5:00:00
8843-93347,5:00:00
74987-104321,6:00:00
72230-35300,6:00:00
8842-93348,5:30:00
74956-99503,6:00:00
79495-103827,6:00:00
57474-138546,5:00:00
10989-100925,5:00:00
79438-106828,6:00:00
6692-75540,5:00:00
22189-218305,11:00:00
27677-131714,8:00:00
26354-243844,6:00:00
19298-194304,5:00:00
62242-293786,5:00:00
9445-95915,5:00:00
26367-241227,5:00:00
29234-243226,6:00:00
28723-245584,8:00:00
6953-81404,5:00:00
57239-284549,6:00:00
75215-90747,6:30:00
50181-273031,5:00:00
11209-104213,5:00:00
11080-288884,5:00:00
72978-98085,7:00:00
11660-103889,5:00:00
11152-104251,5:00:00
25841-128686,8:00:00
9851-96054,5:30:00
63221-297276,5:00:00
22002-216609,5:00:00
49983-264384,5:00:00
58964-292869,7:00:00
56779-290728,5:00:00
56485-286455,7:00:00
75701-94747,8:00:00
48007-260547,6:00:00
62441-294769,6:00:00
3452-93555,7:00:00
27690-248364,5:30:00
57941-291373,5:30:00
18983-197087,8:00:00
51896-279784,6:00:00
72450-8972,7:00:00
6946-209745,5:00:00
22340-195364,0:00:00
72610-26587,7:00:00
9475-96688,5:00:00
10364-100476,5:00:00
60828-294910,4:30:00
59745-293106,5:00:00
72913-93906,6:00:00
21284-204384,6:00:00
25234-239985,6:00:00
25231-237460,6:00:00
10363-100477,6:00:00
72613-22324,7:00:00
25607-241525,6:00:00
52428-278824,8:00:00
22469-220885,6:00:00
11789-105053,5:00:00
25232-237676,6:00:00
2855-92721,5:30:00
55719-289389,5:00:00
21158-204245,6:00:00
29665-254168,6:00:00
29814-248911,5:00:00
6530-61459,5:00:00
24582-235458,8:00:00
3417-276745,4:30:00
19357-193686,4:30:00
8943-92720,4:30:00
79526-103367,6:00:00
9863-239232,4:30:00
64610-295684,4:30:00
9386-95416,4:30:00
589-309,4:45:00
65451-299156,6:00:00
2999-93204,5:00:00
47889-259845,6:00:00
5222-417,5:00:00
14179-250715,5:00:00
5953-277894,5:00:00
49666-269984,4:30:00
6793-193504,4:30:00
8906-95341,4:30:00
49369-268404,4:30:00
74502-27670,5:00:00
76952-131632,8:00:00
10938-263406,4:30:00
28801-250720,4:30:00
50215-271957,6:00:00
6876-86049,4:30:00
28772-250645,5:00:00
8706-94438,4:30:00
53504-257953,5:00:00
9791-248908,4:30:00
66185-298391,4:30:00
73526-53320,6:00:00
6192-149984,5:00:00
50225-271956,6:00:00
9350-95417,4:30:00
57497-286022,6:00:00
47017-255165,5:00:00
62826-295382,4:30:00
21070-104953,5:00:00
20000-199744,4:30:00
21050-96036,5:30:00
47489-141625,6:00:00
75791-95462,6:00:00
11204-103554,4:30:00
25596-229887,6:00:00
62164-294959,5:00:00
8827-87676,5:00:00
74689-96836,6:00:00
5616-1285,5:30:00
2945-87677,5:00:00
10103-99668,5:00:00
5727-3271,5:00:00
74908-101860,6:00:00
9491-96933,5:00:00
49010-263864,5:00:00
6522-63379,5:00:00
6895-72668,4:30:00
8624-86061,6:00:00
6246-966,5:00:00
6868-84503,5:00:00
72655-48499,8:00:00
79609-108529,6:00:00
79370-100962,6:00:00
29343-252885,5:00:00
56859-289300,6:00:00
54929-288688,5:30:00
2901-91427,6:00:00
54001-284385,10:30:00
72628-32321,8:00:00
11571-104134,5:00:00
72938-86587,6:00:00
25383-201064,5:00:00
3446-62561,4:30:00
76675-104558,8:00:00
19211-198924,6:00:00
11982-103766,5:00:00
17690-175744,5:00:00
20177-107529,6:00:00
6364-159047,5:00:00
6511-64039,5:00:00
15949-162924,7:00:00
22990-225684,7:30:00
24429-233584,4:30:00
6410-46479,5:00:00
3996-146365,8:00:00
8998-94185,5:00:00
11771-105220,5:00:00
2832-86126,5:00:00
57526-290403,5:00:00
29043-252188,5:00:00
76801-108114,8:00:00
8633-92932,5:00:00
18710-186533,5:00:00
76914-131704,8:00:00
13549-105741,5:00:00
74343-83660,6:00:00
6807-75601,4:30:00
76192-88882,8:00:00
47888-259844,6:00:00
55917-289135,5:00:00
66372-299497,5:30:00
57468-290799,6:00:00
65361-296878,7:00:00
65342-296876,7:00:00
57217-290899,6:00:00
2919-91160,5:00:00
27711-248469,5:00:00
8995-93747,6:00:00
54676-282674,8:00:00
9098-147767,6:00:00
8408-18703,4:30:00
8405-36145,5:00:00
23357-213927,5:00:00
8381-280271,5:00:00
49370-268344,5:00:00
9124-147765,6:00:00
79296-93559,6:00:00
14120-113147,5:30:00
28821-250641,4:30:00
22288-219204,7:30:00
79783-136344,5:30:00
51884-279426,7:00:00
79483-106249,6:00:00
24404-237826,5:00:00
29071-237541,6:00:00
18532-182666,6:00:00
21264-100585,5:00:00
47583-257684,5:00:00
